id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
SIGLEC15	3	0.12664	0.20892	1.0	3907	1	0.44902	0.013722	0.036116	0.892974	758	2	0.44902
COMMD9	3	0.1267	0.209	1.0	3908	2	-0.14142	0.92167	0.92174	1.0	17239	0	-0.14142
NCCRP1	3	0.12683	0.20919	1.0	3909	1	-0.1054	0.40176	0.45025	1.0	8343	1	-0.1054
MTERF1	3	0.12684	0.2092	1.0	3910	2	-0.20003	0.60606	0.60942	1.0	11267	1	-0.20003
TEX36	3	0.12684	0.2092	1.0	3911	2	-0.20003	0.22463	0.33963	1.0	6306	1	-0.20003
NRXN1	3	0.1269	0.20929	1.0	3912	1	-0.078271	0.84384	0.84387	1.0	15778	0	-0.078271
DLL4	3	0.12698	0.20939	1.0	3913	1	0.12978	0.40386	0.4517	1.0	8377	1	0.12978
WNT3A	3	0.12706	0.20951	1.0	3914	2	-0.26765	0.63152	0.63277	1.0	11706	1	-0.26765
ARMC8	3	0.12706	0.20951	1.0	3915	2	-0.20704	0.70553	0.70561	1.0	13116	0	-0.20704
SNN	3	0.12706	0.20951	1.0	3916	2	-0.26765	0.10636	0.18261	1.0	3405	1	-0.26765
FAM83D	3	0.12706	0.20951	1.0	3917	2	-0.26765	0.82288	0.82291	1.0	15363	0	-0.26765
RUNDC1	3	0.12706	0.20951	1.0	3918	2	-0.17598	0.94644	0.94665	1.0	17723	0	-0.17598
GATAD2A	3	0.12706	0.20951	1.0	3919	2	-0.26765	0.96286	0.96308	1.0	18048	0	-0.26765
PCMTD1	3	0.12707	0.20952	1.0	3920	1	0.098687	0.69749	0.69753	1.0	12951	0	0.098687
BBS7	3	0.12717	0.20965	1.0	3921	1	-0.18533	0.34799	0.4145	1.0	7712	1	-0.18533
NME1	3	0.12717	0.20965	1.0	3922	1	0.20389	0.1047	0.18036	1.0	3367	2	0.20389
ANKRD2	3	0.12726	0.20979	1.0	3923	1	0.099596	0.55034	0.56138	1.0	10361	1	0.099596
DNAAF5	3	0.12726	0.20979	1.0	3924	1	0.25701	0.077796	0.14283	1.0	2677	1	0.25701
TIFA	3	0.12734	0.2099	1.0	3925	1	0.20225	0.63735	0.63831	1.0	11812	1	0.20225
H1FOO	3	0.12734	0.2099	1.0	3926	2	-0.29629	0.94644	0.94665	1.0	17724	0	-0.29629
AKIRIN2	3	0.12734	0.2099	1.0	3927	2	-0.24561	0.18542	0.29019	1.0	5373	1	-0.24561
ROPN1L	3	0.12734	0.2099	1.0	3928	2	-0.21344	0.74461	0.7448	1.0	13879	0	-0.21344
EIF4H	3	0.12734	0.2099	1.0	3929	2	-0.29629	0.95659	0.95689	1.0	17912	0	-0.29629
FAT1	3	0.12743	0.21003	1.0	3930	1	-0.12847	0.75873	0.75898	1.0	14130	0	-0.12847
CDHR4	3	0.12743	0.21003	1.0	3931	1	0.065598	0.25178	0.35553	1.0	6572	1	0.065598
MCC	3	0.12753	0.21018	1.0	3932	1	-0.033386	0.69506	0.69506	1.0	12908	0	-0.033386
ZNF622	3	0.12758	0.21025	1.0	3933	1	-0.048802	0.7014	0.70146	1.0	13024	0	-0.048802
ZNF470	3	0.12774	0.21048	1.0	3934	2	-0.24795	0.90369	0.90375	1.0	16909	0	-0.24795
KPNA4	3	0.12774	0.21048	1.0	3935	2	-0.22883	0.85495	0.85499	1.0	15989	0	-0.22883
JMJD4	3	0.12774	0.21048	1.0	3936	2	-0.36796	0.47985	0.50601	1.0	9366	1	-0.36796
ARHGEF16	3	0.12774	0.21048	1.0	3937	2	-0.36796	0.93999	0.94017	1.0	17599	0	-0.36796
HPS4	3	0.12774	0.21048	1.0	3938	2	-0.18492	0.19351	0.30097	1.0	5579	1	-0.18492
CENPF	3	0.12774	0.21048	1.0	3939	1	-0.010281	0.40321	0.45124	1.0	8364	1	-0.010281
EXPH5	3	0.12774	0.21048	1.0	3940	1	0.11065	0.55851	0.5681	1.0	10488	1	0.11065
TMEM33	3	0.12774	0.21048	1.0	3941	2	-0.14442	0.90817	0.90826	1.0	16985	0	-0.14442
ZNF281	3	0.12774	0.21048	1.0	3942	1	-0.19055	0.096366	0.16878	1.0	3161	1	-0.19055
DNM1	3	0.12786	0.21063	1.0	3943	2	-0.29715	0.78956	0.78965	1.0	14722	0	-0.29715
ZNF211	3	0.12792	0.21072	1.0	3944	2	-0.15539	0.72755	0.72769	1.0	13559	0	-0.15539
MCF2L2	3	0.12796	0.21077	1.0	3945	1	0.15573	0.14374	0.23387	1.0	4357	1	0.15573
ARGLU1	3	0.12796	0.21077	1.0	3946	2	-0.20295	0.4025	0.45076	1.0	8356	1	-0.20295
PAQR8	3	0.12796	0.21077	1.0	3947	1	0.15057	0.55533	0.56547	1.0	10435	1	0.15057
PCOLCE2	3	0.12797	0.21078	1.0	3948	2	-0.20679	0.64736	0.64785	1.0	12000	1	-0.20679
NOS1	3	0.1281	0.21098	1.0	3949	1	-0.17141	0.90756	0.90766	1.0	16972	0	-0.17141
CYB561	3	0.1281	0.21098	1.0	3950	1	0.08371	0.5221	0.53854	1.0	9949	1	0.08371
KRTAP12-3	1	0.12813	0.12803	0.998388	3951	1	-0.34241	0.87187	0.87222	1.0	16333	0	-0.34241
PEBP4	3	0.12814	0.21103	1.0	3952	2	-0.25814	0.59279	0.59756	1.0	11030	1	-0.25814
PCDHB1	3	0.12814	0.21103	1.0	3953	2	-0.25814	0.85764	0.85762	1.0	16045	0	-0.25814
RAPGEFL1	3	0.12814	0.21103	1.0	3954	2	-0.25814	0.39674	0.44686	1.0	8286	1	-0.25814
ALX1	3	0.12843	0.21143	1.0	3955	2	-0.2106	0.92785	0.928	1.0	17354	0	-0.2106
SFRP2	3	0.12844	0.21144	1.0	3956	1	-0.25564	0.82969	0.82962	1.0	15502	0	-0.25564
EARS2	3	0.12854	0.21158	1.0	3957	1	-0.0049803	0.38097	0.43633	1.0	8101	1	-0.0049803
ZBTB47	3	0.12856	0.21161	1.0	3958	2	-0.24974	0.027528	0.069579	0.961935	1362	1	-0.24974
EDRF1	3	0.12856	0.21161	1.0	3959	2	-0.24974	0.11979	0.20109	1.0	3764	1	-0.24974
PANX2	3	0.12861	0.21168	1.0	3960	1	0.079894	0.78755	0.78766	1.0	14686	0	0.079894
SLC11A2	3	0.12866	0.21175	1.0	3961	2	-0.21473	0.60535	0.6088	1.0	11255	1	-0.21473
PRR29	3	0.1287	0.21182	1.0	3962	1	-0.096768	0.30186	0.38545	1.0	7153	1	-0.096768
ZNF583	3	0.12879	0.21192	1.0	3963	2	-0.38531	0.96806	0.96826	1.0	18174	0	-0.38531
CCNO	3	0.12879	0.21192	1.0	3964	2	-0.24164	0.96705	0.96726	1.0	18151	0	-0.24164
ANTXR1	3	0.12887	0.21204	1.0	3965	1	0.026558	0.81067	0.81058	1.0	15132	0	0.026558
TRIO	3	0.12887	0.21204	1.0	3966	1	-0.12962	0.60124	0.60511	1.0	11177	1	-0.12962
DALRD3	3	0.12896	0.21216	1.0	3967	2	-0.26585	0.54348	0.55574	1.0	10266	1	-0.26585
FBLN5	3	0.12896	0.21216	1.0	3968	2	-0.28261	0.92779	0.92794	1.0	17352	0	-0.28261
ARRDC4	3	0.12906	0.21232	1.0	3969	1	0.10152	0.5081	0.5275	1.0	9749	1	0.10152
RIOX1	3	0.12911	0.21238	1.0	3970	1	-0.056001	0.33823	0.40824	1.0	7595	1	-0.056001
VPS52	1	0.12916	0.12907	0.998388	3971	1	-0.38148	0.87084	0.87117	1.0	16313	0	-0.38148
PROSER1	3	0.12918	0.21248	1.0	3972	2	-0.27002	0.80242	0.80235	1.0	14971	0	-0.27002
PRPH	3	0.12928	0.21262	1.0	3973	2	-0.24229	0.96716	0.96737	1.0	18154	0	-0.24229
HSF1	3	0.12928	0.21262	1.0	3974	2	-0.24229	0.65695	0.65711	1.0	12181	1	-0.24229
TRAF1	3	0.12928	0.21262	1.0	3975	2	-0.24229	0.65325	0.65353	1.0	12109	1	-0.24229
CAT	3	0.12928	0.21263	1.0	3976	2	-0.25625	0.95081	0.95107	1.0	17811	0	-0.25625
TNFRSF11A	3	0.12938	0.21275	1.0	3977	1	0.082679	0.65069	0.65101	1.0	12068	1	0.082679
IL6	3	0.12939	0.21277	1.0	3978	2	-0.21924	0.92179	0.92188	1.0	17244	0	-0.21924
GPR63	3	0.1295	0.21292	1.0	3979	2	-0.23561	0.50254	0.52323	1.0	9672	1	-0.23561
CXXC5	3	0.12954	0.21299	1.0	3980	1	0.11422	0.31048	0.39083	1.0	7258	1	0.11422
NOTCH3	3	0.12976	0.21328	1.0	3981	1	-0.056209	0.08637	0.15486	1.0	2884	1	-0.056209
EIF2B1	3	0.12976	0.21328	1.0	3982	1	-0.15425	0.78072	0.7808	1.0	14562	0	-0.15425
FSIP1	3	0.12976	0.21328	1.0	3983	1	0.019336	0.73446	0.73457	1.0	13686	0	0.019336
IRX4	3	0.12977	0.2133	1.0	3984	2	-0.22961	0.70311	0.70322	1.0	13060	0	-0.22961
SLC25A40	3	0.12988	0.21345	1.0	3985	2	-0.22418	0.32508	0.3999	1.0	7442	1	-0.22418
SLCO2B1	3	0.13	0.21364	1.0	3986	2	-0.41776	0.84247	0.84247	1.0	15747	0	-0.41776
OPCML	3	0.13	0.21364	1.0	3987	2	-0.22259	0.94831	0.94853	1.0	17766	0	-0.22259
SLC24A3	3	0.13007	0.21373	1.0	3988	1	-0.12786	0.14949	0.24164	1.0	4512	1	-0.12786
PCDHGA10	3	0.13031	0.21405	1.0	3989	1	0.088575	0.036025	0.082681	0.970981	1604	1	0.088575
TPM3	3	0.13031	0.21405	1.0	3990	1	0.048001	0.2473	0.35279	1.0	6526	1	0.048001
SYNGR3	3	0.13031	0.21405	1.0	3991	1	0.070983	0.47683	0.5038	1.0	9326	1	0.070983
MACROD1	3	0.13032	0.21405	1.0	3992	2	-0.32905	0.69106	0.691	1.0	12829	0	-0.32905
METTL23	3	0.13032	0.21405	1.0	3993	2	-0.32905	0.12296	0.20541	1.0	3852	1	-0.32905
PGM2	3	0.13032	0.21405	1.0	3994	2	-0.20726	0.58983	0.59496	1.0	10978	1	-0.20726
ADK	3	0.13041	0.21416	1.0	3995	1	-0.01242	0.021446	0.055154	0.927514	1116	1	-0.01242
GJB3	3	0.1305	0.21429	1.0	3996	2	-0.26857	0.39992	0.44899	1.0	8327	1	-0.26857
TIGD5	3	0.1305	0.21429	1.0	3997	2	-0.30223	0.3516	0.41685	1.0	7751	1	-0.30223
COL27A1	3	0.1305	0.21429	1.0	3998	2	-0.30223	0.9338	0.93397	1.0	17483	0	-0.30223
PSMD6	3	0.1305	0.21429	1.0	3999	2	-0.30223	0.83257	0.83253	1.0	15562	0	-0.30223
C19orf54	3	0.13055	0.21436	1.0	4000	1	0.066153	0.75525	0.75544	1.0	14062	0	0.066153
CXCL3	3	0.13055	0.21436	1.0	4001	1	0.1325	0.033224	0.078568	0.964199	1534	2	0.1325
UHRF2	3	0.13055	0.21436	1.0	4002	1	-0.0074485	0.57114	0.57872	1.0	10669	1	-0.0074485
ZNF576	3	0.13074	0.21463	1.0	4003	1	0.27602	0.10603	0.18216	1.0	3399	2	0.27602
TBC1D9	3	0.13078	0.21468	1.0	4004	2	-0.27086	0.78314	0.78318	1.0	14601	0	-0.27086
CEP192	3	0.13078	0.21468	1.0	4005	2	-0.27086	0.87845	0.87856	1.0	16458	0	-0.27086
STPG2	3	0.13078	0.21468	1.0	4006	2	-0.27086	0.68599	0.68598	1.0	12730	0	-0.27086
ALDH1L2	3	0.13078	0.21468	1.0	4007	2	-0.27086	0.8139	0.81377	1.0	15193	0	-0.27086
RNF224	3	0.13078	0.21468	1.0	4008	2	-0.27086	0.24171	0.34955	1.0	6482	1	-0.27086
EXT2	3	0.13081	0.21474	1.0	4009	1	-0.054501	0.46914	0.49801	1.0	9229	1	-0.054501
SLC44A3	3	0.13093	0.2149	1.0	4010	1	-0.12562	0.86894	0.86901	1.0	16278	0	-0.12562
MTFP1	3	0.13093	0.2149	1.0	4011	1	-0.12907	0.62061	0.62256	1.0	11511	1	-0.12907
AMPD3	3	0.13098	0.21496	1.0	4012	2	-0.19978	0.94012	0.94029	1.0	17604	0	-0.19978
SPATA7	3	0.13098	0.21496	1.0	4013	2	-0.19978	0.84263	0.84264	1.0	15749	0	-0.19978
HPX	3	0.13104	0.21505	1.0	4014	2	-0.16592	0.90174	0.90186	1.0	16876	0	-0.16592
ANKRD13A	3	0.13105	0.21507	1.0	4015	1	-0.099618	0.49835	0.52002	1.0	9618	1	-0.099618
LRRC39	3	0.13105	0.21507	1.0	4016	1	0.050786	0.53415	0.54818	1.0	10123	1	0.050786
ZNF768	3	0.13112	0.21517	1.0	4017	2	-0.20312	0.083816	0.15134	1.0	2827	1	-0.20312
DNAJC3	3	0.13113	0.21518	1.0	4018	1	-0.22944	0.85999	0.86001	1.0	16085	0	-0.22944
SOX21	3	0.1312	0.21527	1.0	4019	2	-0.19427	0.62286	0.62469	1.0	11547	1	-0.19427
NTRK2	3	0.13129	0.2154	1.0	4020	1	0.27685	0.12202	0.20413	1.0	3826	2	0.27685
ICAM5	3	0.13129	0.2154	1.0	4021	1	0.039941	0.68288	0.68284	1.0	12668	0	0.039941
GNG11	3	0.13141	0.21556	1.0	4022	2	-0.26065	0.47832	0.5049	1.0	9347	1	-0.26065
FAM208A	3	0.13141	0.21556	1.0	4023	2	-0.26065	0.96203	0.96225	1.0	18032	0	-0.26065
KDM1B	3	0.13141	0.21556	1.0	4024	2	-0.26065	0.93791	0.93814	1.0	17557	0	-0.26065
RUNDC3B	3	0.13141	0.21556	1.0	4025	2	-0.23844	0.91215	0.91227	1.0	17059	0	-0.23844
CEP131	3	0.13141	0.21556	1.0	4026	2	-0.26065	0.34617	0.41332	1.0	7690	1	-0.26065
KCNK6	3	0.13141	0.21556	1.0	4027	2	-0.24168	0.9622	0.96242	1.0	18036	0	-0.24168
C1QTNF5	3	0.13141	0.21556	1.0	4028	2	-0.26065	0.74307	0.74325	1.0	13843	0	-0.26065
NHLH1	3	0.13144	0.21561	1.0	4029	1	0.089913	0.75379	0.75397	1.0	14034	0	0.089913
CEP104	3	0.13156	0.2158	1.0	4030	1	-0.039682	0.90639	0.9065	1.0	16951	0	-0.039682
KLK6	3	0.13161	0.21587	1.0	4031	1	0.31182	0.055633	0.11136	0.995647	2096	2	0.31182
ME1	3	0.13168	0.21595	1.0	4032	1	0.17006	0.21332	0.32707	1.0	6057	2	0.17006
TAAR8	3	0.13169	0.21598	1.0	4033	2	-0.20674	0.85697	0.85695	1.0	16028	0	-0.20674
ZNF623	3	0.13169	0.21598	1.0	4034	2	-0.20674	0.943	0.94321	1.0	17655	0	-0.20674
HSD17B6	3	0.13175	0.21606	1.0	4035	1	0.37038	0.0029176	0.0081609	0.701058	220	2	0.37038
GDF5	3	0.13176	0.21607	1.0	4036	2	-0.16728	0.71058	0.71065	1.0	13218	0	-0.16728
AKTIP	3	0.13176	0.21607	1.0	4037	2	-0.16728	0.96095	0.96123	1.0	18019	0	-0.16728
ARFGAP3	3	0.13184	0.2162	1.0	4038	1	-0.092256	0.66412	0.66411	1.0	12314	0	-0.092256
CLHC1	3	0.13184	0.2162	1.0	4039	1	-0.085718	0.54849	0.55984	1.0	10333	1	-0.085718
CELF6	3	0.13199	0.21641	1.0	4040	2	-0.25171	0.64983	0.6502	1.0	12054	1	-0.25171
DIO3	3	0.13199	0.21641	1.0	4041	1	0.12222	0.53794	0.55124	1.0	10179	1	0.12222
FOXE3	3	0.13199	0.21641	1.0	4042	2	-0.17279	0.45612	0.48851	1.0	9068	1	-0.17279
IDO1	3	0.13215	0.21665	1.0	4043	2	-0.28722	0.94402	0.94423	1.0	17676	0	-0.28722
NANP	3	0.13215	0.21665	1.0	4044	2	-0.27574	0.60983	0.6128	1.0	11324	1	-0.27574
OR52B2	3	0.13215	0.21665	1.0	4045	2	-0.28722	0.42927	0.46939	1.0	8703	1	-0.28722
ACSM5	3	0.13215	0.21665	1.0	4046	2	-0.28722	0.89588	0.89599	1.0	16772	0	-0.28722
TSPAN14	3	0.13223	0.21675	1.0	4047	1	0.21911	0.13702	0.22474	1.0	4205	2	0.21911
CBFA2T2	3	0.13223	0.21675	1.0	4048	1	0.093597	0.72789	0.72804	1.0	13565	0	0.093597
NKX6-3	3	0.13229	0.21685	1.0	4049	2	-0.33954	0.92878	0.92893	1.0	17367	0	-0.33954
THBS1	3	0.13248	0.21712	1.0	4050	2	-0.2438	0.47425	0.50189	1.0	9291	1	-0.2438
CCNT2	3	0.13248	0.21712	1.0	4051	2	-0.2438	0.8603	0.86033	1.0	16090	0	-0.2438
MAB21L1	3	0.13258	0.21726	1.0	4052	2	-0.21251	0.94197	0.94212	1.0	17639	0	-0.21251
FKBP11	3	0.13258	0.21726	1.0	4053	2	-0.21963	0.11505	0.19464	1.0	3642	1	-0.21963
PLEKHH2	3	0.13258	0.21726	1.0	4054	2	-0.21963	0.15251	0.24571	1.0	4588	1	-0.21963
CCDC90B	3	0.13259	0.21727	1.0	4055	2	-0.48315	0.94671	0.94691	1.0	17732	0	-0.48315
RPL36A	3	0.13259	0.21727	1.0	4056	1	-0.048161	0.70974	0.70985	1.0	13200	0	-0.048161
SH2B1	3	0.13259	0.21727	1.0	4057	1	-0.27002	0.95884	0.9591	1.0	17970	0	-0.27002
HDAC10	3	0.13259	0.21727	1.0	4058	1	-0.12515	0.84362	0.84364	1.0	15768	0	-0.12515
SLX4IP	3	0.13267	0.2174	1.0	4059	2	-0.16871	0.90542	0.90552	1.0	16935	0	-0.16871
EMP3	3	0.13275	0.2175	1.0	4060	2	-0.23676	0.77272	0.77292	1.0	14415	0	-0.23676
OXSR1	3	0.13289	0.21771	1.0	4061	2	-0.22477	0.71466	0.71469	1.0	13299	0	-0.22477
RSC1A1	3	0.13289	0.21771	1.0	4062	2	-0.21357	0.70164	0.70168	1.0	13034	0	-0.21357
MLIP	3	0.13289	0.21771	1.0	4063	2	-0.22477	0.93906	0.93929	1.0	17578	0	-0.22477
KDM2A	3	0.13303	0.21792	1.0	4064	2	-0.30902	0.315	0.39363	1.0	7322	1	-0.30902
PRSS48	3	0.13307	0.21797	1.0	4065	1	-0.10087	0.59149	0.59641	1.0	11005	1	-0.10087
LOC101929926	3	0.13307	0.21797	1.0	4066	1	-0.018891	0.7849	0.78493	1.0	14633	0	-0.018891
BRS3	3	0.13307	0.21797	1.0	4067	1	0.042588	0.8188	0.81875	1.0	15275	0	0.042588
EPS8L3	3	0.13307	0.21797	1.0	4068	1	-0.082423	0.40762	0.45429	1.0	8421	1	-0.082423
PCNA	3	0.13315	0.21807	1.0	4069	2	-0.23045	0.96031	0.96058	1.0	17999	0	-0.23045
CD8B	3	0.13315	0.21807	1.0	4070	2	-0.23045	0.63152	0.63277	1.0	11705	1	-0.23045
NCEH1	3	0.13315	0.21807	1.0	4071	2	-0.23045	0.46007	0.49134	1.0	9108	1	-0.23045
MID1IP1	3	0.13315	0.21807	1.0	4072	2	-0.23045	0.79755	0.79754	1.0	14866	0	-0.23045
TBC1D5	3	0.13323	0.2182	1.0	4073	2	-0.22699	0.17185	0.27181	1.0	5037	1	-0.22699
MROH2A	3	0.13324	0.21821	1.0	4074	2	-0.19634	0.96431	0.96452	1.0	18079	0	-0.19634
OTUD6A	3	0.13327	0.21824	1.0	4075	2	-0.17611	0.28398	0.37452	1.0	6949	1	-0.17611
GPR161	3	0.13335	0.21836	1.0	4076	1	-0.19165	0.55674	0.56661	1.0	10459	1	-0.19165
PTH	3	0.13341	0.21842	1.0	4077	2	-0.27444	0.69574	0.69575	1.0	12916	0	-0.27444
KRTCAP3	3	0.1335	0.21855	1.0	4078	1	-0.055794	0.52657	0.5421	1.0	10012	1	-0.055794
TAF4	3	0.1335	0.21855	1.0	4079	1	-0.21878	0.75419	0.75437	1.0	14039	0	-0.21878
TCEANC	3	0.1335	0.21855	1.0	4080	2	-0.14688	0.95588	0.95619	1.0	17900	0	-0.14688
TSKU	3	0.13356	0.21864	1.0	4081	2	-0.18513	0.85754	0.85753	1.0	16042	0	-0.18513
VSX1	3	0.13363	0.21875	1.0	4082	2	-0.16043	0.62619	0.62776	1.0	11603	1	-0.16043
SOX6	3	0.13368	0.21882	1.0	4083	2	-0.19951	0.40409	0.45185	1.0	8379	1	-0.19951
AOAH	3	0.13378	0.21895	1.0	4084	1	-0.10029	0.7014	0.70146	1.0	13025	0	-0.10029
FAM71F2	3	0.13388	0.2191	1.0	4085	1	0.061508	0.17155	0.27138	1.0	5034	1	0.061508
PIP5KL1	3	0.13388	0.21911	1.0	4086	2	-0.17801	0.74142	0.74156	1.0	13813	0	-0.17801
MID2	3	0.13394	0.21919	1.0	4087	2	-0.19669	0.75062	0.75082	1.0	13979	0	-0.19669
COQ7	3	0.13394	0.21919	1.0	4088	2	-0.56742	0.81086	0.81077	1.0	15138	0	-0.56742
CLCN1	3	0.13395	0.21921	1.0	4089	1	-0.0075823	0.36235	0.42391	1.0	7885	1	-0.0075823
ATL1	3	0.13398	0.21926	1.0	4090	2	-0.18755	0.93238	0.93252	1.0	17452	0	-0.18755
GPER1	3	0.13407	0.21937	1.0	4091	2	-0.17295	0.74439	0.74458	1.0	13872	0	-0.17295
NUP43	3	0.13407	0.21937	1.0	4092	1	0.10148	0.45107	0.48481	1.0	8987	1	0.10148
ZNF493	3	0.13407	0.21937	1.0	4093	1	-0.10201	0.56963	0.57746	1.0	10642	1	-0.10201
SCRN3	3	0.1341	0.21943	1.0	4094	2	-0.20295	0.6083	0.6114	1.0	11301	1	-0.20295
FCRLB	3	0.1341	0.21943	1.0	4095	2	-0.20295	0.92301	0.92314	1.0	17267	0	-0.20295
GRXCR2	3	0.1341	0.21943	1.0	4096	2	-0.20295	0.84987	0.84988	1.0	15891	0	-0.20295
CYB561D2	3	0.1341	0.21943	1.0	4097	2	-0.20295	0.32881	0.40225	1.0	7481	1	-0.20295
GPI	3	0.1341	0.21943	1.0	4098	2	-0.20295	0.77218	0.77241	1.0	14400	0	-0.20295
KBTBD4	3	0.1341	0.21943	1.0	4099	2	-0.20295	0.35367	0.4182	1.0	7774	1	-0.20295
OR8B3	1	0.13417	0.13404	0.998388	4100	1	-0.4003	0.86583	0.8662	1.0	16212	0	-0.4003
LGALS3	3	0.13426	0.21964	1.0	4101	1	-0.12306	0.33705	0.40745	1.0	7580	1	-0.12306
PPP1CB	3	0.13426	0.21964	1.0	4102	1	-0.096768	0.86381	0.8638	1.0	16168	0	-0.096768
ERAP2	3	0.13437	0.21978	1.0	4103	2	-0.26344	0.33268	0.40466	1.0	7528	1	-0.26344
ARHGEF10	3	0.13437	0.21978	1.0	4104	2	-0.26098	0.029824	0.073636	0.964199	1426	1	-0.26098
FAM81B	3	0.13437	0.21978	1.0	4105	2	-0.26344	0.95499	0.95531	1.0	17889	0	-0.26344
C5orf38	3	0.13437	0.21978	1.0	4106	2	-0.26344	0.65223	0.6525	1.0	12088	1	-0.26344
RAF1	3	0.13462	0.2201	1.0	4107	2	-0.17306	0.94311	0.94333	1.0	17658	0	-0.17306
PGK1	3	0.13471	0.22025	1.0	4108	1	0.08409	0.71431	0.71436	1.0	13291	0	0.08409
IPCEF1	3	0.13471	0.22025	1.0	4109	2	-0.35011	0.88491	0.88499	1.0	16565	0	-0.35011
C1orf123	3	0.13471	0.22025	1.0	4110	1	-0.080466	0.82624	0.82619	1.0	15430	0	-0.080466
LRRC17	3	0.13479	0.22034	1.0	4111	2	-0.29243	0.33244	0.40452	1.0	7526	1	-0.29243
ZBTB16	3	0.13479	0.22034	1.0	4112	2	-0.29243	0.66715	0.66714	1.0	12370	0	-0.29243
PREX1	3	0.13479	0.22034	1.0	4113	2	-0.29243	0.073427	0.13657	1.0	2564	1	-0.29243
USF2	3	0.13479	0.22034	1.0	4114	2	-0.29243	0.87916	0.87921	1.0	16470	0	-0.29243
VSNL1	3	0.13479	0.22034	1.0	4115	2	-0.26953	0.91025	0.91036	1.0	17026	0	-0.26953
LRRC36	3	0.13479	0.22034	1.0	4116	2	-0.29243	0.81221	0.81213	1.0	15166	0	-0.29243
EIF1B	3	0.13486	0.22044	1.0	4117	1	-0.11413	0.56897	0.57691	1.0	10634	1	-0.11413
AMER1	3	0.13486	0.22044	1.0	4118	1	-0.087945	0.21797	0.33304	1.0	6167	1	-0.087945
CKS2	3	0.13495	0.22055	1.0	4119	2	-0.1664	0.93429	0.93446	1.0	17492	0	-0.1664
BTG1	3	0.13501	0.22063	1.0	4120	2	-0.20667	0.018487	0.047894	0.917067	981	1	-0.20667
UGCG	3	0.13512	0.22077	1.0	4121	1	0.041364	0.7711	0.77134	1.0	14378	0	0.041364
CHMP7	3	0.13512	0.22077	1.0	4122	1	0.045115	0.69561	0.69562	1.0	12915	0	0.045115
CASQ1	3	0.13512	0.22077	1.0	4123	1	0.27163	0.079222	0.14486	1.0	2708	2	0.27163
CCBE1	3	0.13522	0.22093	1.0	4124	2	-0.25387	0.85937	0.8594	1.0	16074	0	-0.25387
LCN12	3	0.13522	0.22093	1.0	4125	2	-0.25387	0.69698	0.69701	1.0	12943	0	-0.25387
GABPB2	3	0.13522	0.22093	1.0	4126	2	-0.25387	0.89588	0.89599	1.0	16771	0	-0.25387
SLC35F5	3	0.13522	0.22093	1.0	4127	2	-0.25387	0.010461	0.027965	0.865877	602	1	-0.25387
MGAT2	3	0.13522	0.22093	1.0	4128	2	-0.25387	0.76624	0.76647	1.0	14284	0	-0.25387
LRMP	3	0.13546	0.22123	1.0	4129	1	-0.14718	0.48357	0.50876	1.0	9424	1	-0.14718
SERTAD2	3	0.13547	0.22125	1.0	4130	2	-0.31688	0.7859	0.78594	1.0	14652	0	-0.31688
WDR82	3	0.13547	0.22125	1.0	4131	2	-0.30237	0.43696	0.47475	1.0	8796	1	-0.30237
FBXO9	3	0.13547	0.22125	1.0	4132	2	-0.19763	0.070298	0.13216	0.999848	2496	1	-0.19763
ROR1	3	0.13547	0.22125	1.0	4133	2	-0.31688	0.95026	0.95051	1.0	17798	0	-0.31688
COQ5	3	0.13547	0.22125	1.0	4134	2	-0.27485	0.95187	0.95216	1.0	17828	0	-0.27485
DLX1	3	0.13547	0.22125	1.0	4135	2	-0.19843	0.92123	0.9213	1.0	17231	0	-0.19843
SLC35E3	3	0.13555	0.22136	1.0	4136	1	-0.14133	0.43333	0.47222	1.0	8752	1	-0.14133
DMRTC2	3	0.13562	0.22146	1.0	4137	2	-0.21073	0.86249	0.8625	1.0	16131	0	-0.21073
C1orf56	3	0.13572	0.2216	1.0	4138	1	-0.043398	0.89087	0.89094	1.0	16684	0	-0.043398
PIK3C2B	3	0.13572	0.2216	1.0	4139	1	-0.040756	0.80878	0.80868	1.0	15099	0	-0.040756
MRPL52	3	0.13579	0.2217	1.0	4140	2	-0.36717	0.65271	0.65297	1.0	12097	1	-0.36717
GALNT12	3	0.13579	0.2217	1.0	4141	2	-0.36717	0.8747	0.87485	1.0	16388	0	-0.36717
PALM	3	0.13579	0.2217	1.0	4142	2	-0.36717	0.92582	0.92595	1.0	17315	0	-0.36717
ILVBL	3	0.13581	0.22173	1.0	4143	1	-0.2273	0.86638	0.86641	1.0	16225	0	-0.2273
ATF7IP2	3	0.13595	0.22194	1.0	4144	2	-0.17352	0.10186	0.17639	1.0	3303	1	-0.17352
MS4A6E	3	0.13603	0.22202	1.0	4145	2	-0.21517	0.29727	0.38261	1.0	7097	1	-0.21517
CACNG4	3	0.13603	0.22202	1.0	4146	1	-0.19477	0.65449	0.65472	1.0	12136	1	-0.19477
ACP5	3	0.13616	0.22221	1.0	4147	2	-0.24546	0.69258	0.69256	1.0	12861	0	-0.24546
