Symbol,RSA_Down,RSA_Up,Q1,Q3
DDX20,-0.438284361,-0.889203086,0.123174743,0.545358462
DDX21,-0.620263888,-0.670687292,-0.049591778,0.543644457
DDX23,-1.120645882,-0.26038433,-1.192474239,-0.287585997
DDX24,-0.456057697,-0.652194201,-0.067002492,0.261049053
DDX25,-0.464959471,-1.703315276,0.620455373,0.669190638
DDX26B,-0.804941424,-0.714851282,-0.348001606,0.484206679
DDX27,-0.733043248,-0.626443132,-0.662911595,0.337857292
DDX28,-1.17080016,-0.177424251,-1.546791988,-0.090626963
DDX31,-0.22391102,-1.155353304,0.303251817,1.45604652
DDX39A,-1.037245396,-0.678600323,-0.379799367,0.103567112
DDX39B,-0.462141676,-1.051841118,-0.380172014,1.045367204
DDX3X,-1.078002326,-0.156348594,-1.440262946,0.158544931
DDX3Y,-1.101901025,-0.458123193,-0.873366652,-0.275250018
DDX4,-0.478944584,-0.707475999,-0.450254274,0.947020609
DDX41,-0.307595908,-1.269202928,-0.069065605,1.379867766
DDX42,-1.368088589,-0.280846695,-0.972005512,-0.112118035
DDX43,-0.946360928,-0.764079394,-0.799456518,0.407291461
DDX46,-1.265019756,-0.170717301,-1.036423384,-0.210688784
DDX47,-0.583131604,-0.481033955,-0.866798606,0.200871824
DDX49,-0.349535409,-0.677485224,-0.149688925,0.569423881
DDX5,-0.520103233,-0.581648394,-0.132487631,0.606178994
DDX50,-0.359546752,-0.564243225,-0.32071296,0.385276474
DDX51,-0.593372428,-0.724830579,-0.002243069,0.115814471
DDX52,-2.101025316,-0.080057634,-1.868225048,-0.710247594
DDX53,-0.457891831,-0.650736899,-0.41013789,0.307360188
DDX54,-0.389377001,-0.934078843,0.05532402,0.65141945
DDX55,-0.957611986,-0.985823792,-0.206890884,0.298452094
DDX56,-1.969036237,-0.278360725,-0.724366694,-0.440878066
DDX58,-0.481018902,-0.507707351,-0.353812743,0.231601888
DDX59,-0.360686444,-0.977342587,-0.138732227,1.271311356
DDX6,-0.971268677,-0.576425431,-0.307820137,-0.18765604
DDX60,-0.76011043,-0.58709802,-0.393227564,0.346815925
DDX60L,-0.991027373,-0.094739309,-1.072113839,0.014561767
DEAF1,-1.851483723,-2.921234759,-2.353628307,3.75059072
DEC1,-0.203859296,-0.848293151,-0.301655155,0.873488156
DECR1,-0.954956285,-1.16950616,-0.182925687,0.184305188
DECR2,-0.323719078,-1.205598515,0.335273017,0.940464879
DEDD,-1.097414204,-1.064637379,-1.463408454,-0.036368134
DEDD2,-0.048429911,-2.349399857,0.951865939,2.517467696
DEF6,-0.869296312,-0.390516813,-0.901099523,0.61253926
DEF8,-0.189854273,-1.496968172,0.496326644,1.240551511
DEFA1,-0.584288714,-1.016350877,-0.03031183,0.614827621
DEFA1B,-0.584288714,-1.016350877,-0.03031183,0.614827621
DEFA3,-0.584288714,-1.016350877,-0.03031183,0.614827621
DEFA4,-0.161136015,-1.209118781,0.182985381,1.5691674
DEFA5,-1.306583114,-0.721044876,-0.539290554,0.107343946
DEFA6,-2.400759173,-0.667466849,-3.051443735,0.966457858
DEFB1,-0.5453207,-0.751890741,-0.433107167,1.066958928
DEFB103A,-1.276315685,-0.150423483,-0.805824459,0.109942399
DEFB103B,-1.276315685,-0.150423483,-0.805824459,0.109942399
DEFB104A,-0.349236126,-0.627566517,-0.372560425,0.920856113
DEFB104B,-0.349236126,-0.627566517,-0.372560425,0.920856113
DEFB105A,-0.704579368,-1.10952114,-0.10679353,0.749481827
DEFB105B,-0.704579368,-1.10952114,-0.10679353,0.749481827
DEFB106A,-0.714818731,-0.325421593,-0.439086998,0.274283501
DEFB106B,-0.714818731,-0.325421593,-0.439086998,0.274283501
DEFB108B,-0.743353103,-0.923718115,-1.057978599,0.546365493
DEFB110,-1.135961452,-0.347912865,-1.045027259,-0.14968976
DEFB112,-1.069727077,-1.061453847,-0.697452193,1.412102347
DEFB113,-1.000540877,-0.845944328,-1.274400053,0.185704775
DEFB114,-2.327396779,-0.04231419,-1.39045419,-0.88573135
DEFB115,-0.758582066,-0.181076457,-0.910084853,0.176491878
DEFB116,-0.383500665,-0.704865941,-0.585177893,1.010240358
DEFB118,-1.724784438,-0.952070433,-1.494748228,1.290737084
DEFB119,-0.721159309,-0.442924272,-0.282301526,0.004383877
DEFB121,-0.954447343,-0.724736829,-0.028321725,0.261830354
DEFB123,-0.293965018,-0.901377749,0.06012536,0.730638573
DEFB124,-0.776553086,-0.349361812,-1.095955489,0.551936487
DEFB125,-0.31502172,-1.041301399,-0.138136642,0.91088017
DEFB126,-1.412219708,-0.197600661,-1.558755225,0.015686478
DEFB127,-0.084437008,-1.600474821,0.56451267,1.067816262
DEFB128,-0.782591003,-0.494932646,-0.762623761,0.10925893
DEFB129,-0.725765939,-0.875835088,-0.553188832,0.000611574
DEFB130,-0.852241242,-1.557879434,-0.332891518,1.946164048
DEFB132,-0.212255972,-1.007448812,0.041040456,0.644529434
DEFB134,-0.995099891,-0.622944296,-0.093992425,0.196550576
DEFB135,-0.094784184,-2.101914427,-0.016975882,2.641673746
DEFB136,-0.150013928,-1.228464401,0.15743557,1.471275336
DEFB4A,-0.384115536,-0.638818608,-0.347487589,0.93421068
DEFB4B,-0.384115536,-0.638818608,-0.347487589,0.93421068
DEGS1,-0.70086675,-0.684081373,-0.500826081,0.351539923
DEGS2,-0.686760088,-0.351071054,-0.599121569,0.297045541
DEK,-0.994492938,-0.305472669,-0.794567582,0.163240201
DENND1A,-1.166246469,-1.547256945,-0.765076885,-0.314061595
DENND1B,-0.93019331,-0.236514397,-0.926154854,0.089958301
DENND1C,-0.630594895,-3.101357662,-0.374616309,3.979537554
DENND2A,-0.897627089,-3.253951442,-0.59617245,2.533902475
DENND2C,-0.265377157,-1.732349999,-0.416607365,1.497360777
DENND2D,-0.482886222,-1.419689487,-0.556433875,1.811778962
DENND3,-0.734393652,-0.373686336,-0.549528917,0.494620661
DENND4A,-1.563638288,-0.107249076,-0.972718597,-0.547084663
DENND4B,-0.92812063,-0.33164508,-1.265422387,0.506028638
DENND4C,-0.715793573,-0.908647238,-0.955356159,1.241884826
DENND5A,-1.858509473,-0.808354248,-1.614969839,1.12928199
DENND5B,-0.680712274,-1.291153062,-0.488025352,1.390106739
DENND6A,-0.347602849,-2.412237053,-0.550671933,1.72872974
DENND6B,-0.82297353,-1.229080648,-0.606825472,0.487527233
DENR,-0.331766828,-2.112062436,-0.133759212,1.793728091
DEPDC1,-0.5437793,-0.66179493,-0.610516928,0.57926389
DEPDC1B,-0.384059632,-0.741001155,-0.212574928,0.559848622
DEPDC4,-2.218081577,-0.120924034,-1.596513031,-0.491882752
DEPDC5,-0.423634613,-1.656646344,0.48363435,0.913427483
DEPDC7,-0.849401098,-0.407582331,-0.824911095,0.228290655
DEPTOR,-1.478384202,-0.268108139,-1.134430553,-0.228477794
DERA,-0.396679649,-0.596448732,-0.51074306,0.660253075
DERL1,-1.665865643,-0.617819833,-1.519729027,-0.259262291
DERL2,-0.251057228,-1.778300451,0.660175285,1.266947431
DERL3,-1.20305513,-0.899681921,-0.976713085,1.231520259
DES,-0.876674605,-0.642826843,-1.210841229,0.93886754
DESI1,-0.09250918,-1.318986341,0.01970652,1.661638104
DESI2,-0.927404111,-2.813710919,-0.80975571,3.606898265
DET1,-0.46795442,-1.315471326,-0.299142006,1.687281972
DEXI,-0.061980781,-1.708130858,0.186182494,1.369408209
DFFA,-1.255380917,-0.336752969,-0.943858594,-0.142987148
DFFB,-0.864056029,-1.703449211,-0.705533998,-0.109270994
DFNA5,-2.306165101,-0.307409529,-1.979131339,0.220004013
DFNB31,-1.140365398,-1.151003666,-0.10739608,0.138171294
DFNB59,-0.434764831,-0.445693416,-0.55798788,0.691213805
DGAT1,-0.710619597,-0.315096288,-0.486141504,0.012365804
DGAT2,-0.263449404,-1.215010111,-0.047053206,1.138298186
DGAT2L6,-1.678390704,-0.065453787,-2.133356,-0.157365723
DGCR14,-1.526777949,-1.333400943,-1.474525931,0.163341551
DGCR2,-0.151973564,-2.001130099,0.777430697,1.655951633
DGCR6,-0.307399813,-0.946685541,-0.15012069,1.284981833
DGCR6L,-0.497022346,-1.011637968,-0.757195413,0.571260978
DGCR8,-0.344663406,-0.93745753,0.077137686,0.649582165
DGKA,-0.382226432,-0.557905103,-0.593956257,0.352405916
DGKB,-0.365834636,-1.082623326,0.256929342,0.440919335
DGKD,-0.528509338,-0.508003269,-0.36214016,0.180996701
DGKE,-1.555814324,-0.263237881,-1.27304316,0.11331163
DGKG,-0.593662283,-0.650547281,-0.399386861,0.126997749
DGKH,-0.660489833,-0.30610937,-0.469225024,0.056072151
DGKI,-0.84778908,-0.46510454,-0.650321432,0.504404754
DGKK,-0.456186301,-0.383444777,-0.470318939,0.59473647
DGKQ,-1.119910704,-0.182722299,-0.715476621,-0.130692975
DGKZ,-0.499025348,-0.749365869,-0.592912691,0.604103168
DGUOK,-0.292142301,-1.133387087,0.10640909,0.8283253
DHCR24,-1.21132342,-0.109165874,-1.531168739,-0.311808358
DHCR7,-0.230589573,-0.558237325,-0.237013972,0.837252508
DHDDS,-2.654806085,-1.084301567,-2.559206647,1.438670383
DHDH,-0.847707398,-0.826270135,-0.926017179,0.050275778
DHFR,-0.757486294,-0.396730795,-0.992961417,0.38876011
DHFRL1,-0.857743412,-0.483832018,-0.652344875,0.458823979
DHH,-0.307010263,-1.065827265,0.245309668,0.46665725
DHODH,-0.269963826,-1.668252469,0.601143706,0.651644893
DHPS,-0.253452725,-1.117088217,0.099316447,0.559264858
DHRS1,-0.427021411,-0.568468798,-0.664754084,0.600521993
DHRS11,-0.349834328,-1.215422378,0.340837057,0.39819327
DHRS12,-1.519766731,-0.834697681,-0.076459789,-0.010773274
DHRS13,-1.125094812,-0.264191277,-0.731948916,0.093431978
DHRS2,-0.476089935,-0.73677568,-0.731248074,1.048590595
DHRS3,-0.343573709,-0.861541075,-0.256280027,0.684466058
DHRS4,-0.830573782,-0.294099102,-0.619344635,0.244158213
DHRS4L2,-1.492946469,-0.140774507,-1.481988542,-0.507138126
DHRS7,-0.372295846,-0.722579704,-0.151231882,0.910081119
DHRS7B,-0.822623051,-1.197335316,0.264318238,0.422991489
DHRS7C,-1.098481544,-0.333446192,-0.885612994,0.496076263
DHRS9,-0.250279875,-1.284213263,0.058695638,0.564997523
DHRSX,-0.401825673,-0.802318217,0.059123577,0.352523815
DHTKD1,-0.557291313,-1.413494621,-0.75539669,1.80374093
DHX15,-1.209376932,-0.600351206,-1.132819793,-0.320916079
DHX16,-1.191692225,-0.496963311,-0.58414322,-0.063105422
DHX29,-3.905440811,-0.049030212,-1.953757518,-1.746792602
DHX30,-0.923540647,-0.174201994,-1.247065272,-0.107072229
DHX32,-0.770449377,-0.597302923,-0.117127003,0.193690173
DHX33,-0.541433907,-1.060153,0.241528489,0.641485262
DHX34,-0.861277724,-0.525033737,-0.190604039,0.33499139
DHX35,-1.113802216,-0.201438494,-0.77363331,-0.150346464
DHX36,-1.009173495,-0.319326269,-1.17181676,0.505232169
DHX37,-0.691929762,-0.450530069,-0.912389651,0.027376623
DHX38,-0.798315506,-0.324888386,-0.452865917,-0.059928346
DHX40,-0.22745957,-1.129540614,-0.269559911,1.486654203
DHX57,-0.660047857,-0.705655214,-0.960108108,0.785081586
DHX58,-0.419482548,-1.089720852,-0.091752052,0.729821201
DHX8,-1.038444648,-0.45961024,-0.784143879,0.710234655
DHX9,-0.943884775,-0.168090068,-1.224814614,-0.167836879
DIABLO,-1.331908825,-0.213265701,-1.009503326,-0.216888728
DIAPH1,-2.580924182,-0.726200459,-2.372735345,-0.184444965
DIAPH2,-0.422485423,-1.457838904,0.486296226,1.643850106
DIAPH3,-1.449025886,-0.724515334,-1.280387352,-0.399781884
DICER1,-0.581694093,-0.931189167,-0.766103339,1.269055681
DIDO1,-0.723933217,-0.71705437,-1.034533433,1.024701351
DIEXF,-1.248997273,-0.660791831,-0.69878891,-0.363642484
DIMT1,-1.545406806,-0.414914837,-1.308906181,0.646103617
DIO1,-0.271343364,-0.699185593,-0.074271162,0.850285043
DIO2,-0.257956482,-1.088599273,0.219881296,0.90173406
DIO3,-0.699573437,-1.181700614,-0.028798556,0.589409678
DIP2A,-0.318704073,-0.999823454,0.201365886,0.448276653
DIP2B,-0.446671515,-1.21263304,-0.04308237,0.57489798
DIP2C,-1.386832517,-0.10061547,-1.496819016,-0.439518746
DIRAS1,-0.616801502,-0.421919784,-0.306128298,0.094519054
DIRAS2,-0.376915706,-0.386414746,-0.497221617,0.528739721
DIRAS3,-0.489950173,-0.49739265,-0.748681213,0.759328752
DIRC1,-1.468933101,-0.225313562,-1.27356251,-0.048300687
DIRC2,-0.322940611,-2.135365329,0.089133277,1.957888253
DIS3,-0.623944351,-0.475432038,-0.24464088,0.365587294
DIS3L,-0.598434563,-1.203849168,-0.007546218,0.196134693
DIS3L2,-0.722057088,-0.314333077,-0.753742582,0.388096967
DISC1,-2.662890654,-0.596740107,-3.403404044,0.88503469
DISP1,-0.217700283,-0.786214241,-0.327811718,1.106255331
DISP2,-1.732783154,-0.820372237,-1.752655495,1.143280487
DIXDC1,-0.458672775,-0.990284459,0.195104869,0.607819814
DKC1,-0.973705821,-1.170334766,-0.679207683,1.063015047
DKK1,-1.278129164,-0.575631507,-0.665435558,-0.013432328
DKK2,-1.104467706,-0.939658286,-0.223459625,0.362304105
DKK3,-0.972501676,-1.238254811,-1.008947206,-0.188661434
DKK4,-0.113993342,-2.70614697,0.222799057,2.436279741
DKKL1,-0.674319997,-0.493457654,-0.56108952,0.75453705
DLAT,-0.186430606,-0.939992423,0.098121751,0.956679241
DLC1,-0.805848132,-0.591380829,-1.130990316,0.878993169
DLD,-0.570021252,-0.724442549,-0.345135377,0.229708576
DLEC1,-1.542552116,-1.827865193,-1.967310766,2.305293504
DLEU7,-0.990973878,-0.495688155,-1.342524043,0.600992035
DLG1,-1.832760123,-0.366188246,-1.071676502,-0.29267267
DLG2,-0.771446063,-0.222952352,-1.089912549,0.335077802
DLG3,-0.664782961,-0.526556962,-0.396805383,0.574266098
DLG4,-0.193718686,-1.587590346,0.095813426,0.688589191
DLG5,-0.436367711,-0.478580149,-0.523640485,0.660733312
DLGAP1,-0.273721369,-2.337860872,0.04083244,2.192093261
DLGAP2,-2.621415663,-0.160404621,-1.093775569,-0.632117886
DLGAP3,-0.871309602,-0.520977219,-0.685893974,0.595140786
DLGAP4,-1.46070239,-0.593387553,-1.142440311,0.713048941
DLGAP5,-0.852684441,-2.084926597,-0.759734229,0.535367869
DLK1,-0.414941439,-0.74156973,0.010776327,0.742269412
DLK2,-0.6340195,-1.169343219,0.311740639,0.638407987
DLL1,-0.693440698,-1.133841546,0.121699668,0.432187566
DLL3,-0.757133262,-0.875939484,-1.074231284,0.679245129
DLL4,-1.142266932,-0.394936911,-0.339410064,-0.105120089
DLST,-1.239803806,-0.723491301,-0.003321874,0.556019539
DLX1,-0.459598702,-0.50520564,-0.211746614,0.649954461
DLX2,-0.863089229,-0.607240481,-0.107549737,0.171580638
DLX3,-0.514202086,-0.488706003,-0.780084764,0.747251382
DLX4,-0.277828501,-1.110358191,0.211468711,0.917974855
DLX5,-0.154864119,-1.210511801,-0.173677935,1.570419051
DLX6,-0.834250547,-0.463670241,-0.664786945,0.450836192
DMAP1,-0.478901323,-1.138345883,0.293179946,0.853150983
DMBT1,-0.919829979,-0.334210949,-0.686919899,-0.040394507
DMBX1,-0.554072038,-0.389451825,-0.802470676,0.213508678
DMC1,-0.777236109,-0.900491152,-0.164433659,-0.041630609
DMD,-0.647673438,-1.040495311,-0.255262197,0.335467492
DMGDH,-0.047569416,-1.605618266,0.276137341,1.329490486
DMKN,-1.377958438,-0.461368483,-0.871343066,0.489301845
DMP1,-0.238047617,-0.721584899,-0.365808342,1.025401747
DMPK,-0.873184651,-0.811908303,-0.414876743,0.353594848
DMRT1,-0.787109828,-0.683329101,-1.108872537,0.769575355
DMRT2,-0.505486758,-1.489958415,0.10348503,1.89097638
DMRT3,-0.070707818,-1.271977919,0.075281082,1.5973492
DMRTA1,-1.632519196,-1.776101052,-2.076506591,2.243039854
DMRTA2,-1.649199788,-0.160705414,-1.729537131,-0.515193875
DMRTB1,-0.66738101,-0.722002099,-0.968575143,0.30137316
DMRTC1,-0.561112117,-0.640329247,-0.840379642,0.543229445
DMRTC1B,-0.561112117,-0.640329247,-0.840379642,0.543229445
DMRTC2,-0.034323524,-2.854989912,1.198133143,1.862011338
DMTF1,-0.251425337,-1.964922337,0.396788717,1.328910566
DMTN,-2.363283847,-0.799121472,-3.001833876,-0.538164989
DMWD,-0.792564531,-0.335924747,-1.115889061,0.173876988
DMXL1,-0.393724519,-0.658651916,-0.609542336,0.956754142
DMXL2,-0.586077927,-0.387136521,-0.6446288,0.454226486
DNA2,-0.939162108,-1.642279106,0.097485666,0.307799307
DNAAF1,-0.579573445,-0.867415081,-0.3635953,0.323936504
DNAAF2,-1.305677389,-0.565277797,-0.300244854,0.845855059
DNAAF3,-0.646451281,-1.531794683,-0.944025472,1.484712025
DNAAF5,-0.865565074,-0.268774092,-0.533860046,0.084163688
DNAH1,-0.746261623,-0.404878309,-0.327037855,0.050018913
DNAH10,-1.952857448,-0.247825811,-0.810495442,-0.374648303
DNAH11,-0.455678595,-1.052366022,0.235885762,0.813074239
DNAH12,-0.587724443,-0.973981507,-0.20413924,0.489138766
DNAH14,-0.625293026,-0.953964549,-0.407335218,0.087483742
DNAH17,-0.282864968,-0.517196772,-0.241487257,0.506303894
DNAH2,-0.500999447,-0.576297434,-0.137957934,0.210049384
DNAH3,-0.797793903,-0.480303366,-0.472823601,0.171883366
DNAH5,-0.855708535,-0.316234306,-0.887414925,0.500193659
DNAH6,-1.023843758,-0.457920758,-0.264013545,0.240395049
DNAH7,-0.87725003,-1.253169195,0.002641985,0.349692412
DNAH8,-0.307981249,-1.015266552,-0.139989071,0.996746401
DNAH9,-0.728262289,-0.3270313,-1.039068665,0.018219127
DNAI1,-0.740463352,-0.444372166,-0.532493987,0.689368797
DNAI2,-0.781965165,-0.797072311,-1.102544843,0.15336321
DNAJA1,-0.518662854,-0.833879554,-0.338004357,1.15897361
DNAJA2,-0.87729119,-0.441240856,-0.882513233,0.376290087
DNAJA3,-0.540784563,-1.350760569,-0.814940782,1.603839968
DNAJA4,-1.281823902,-0.97498166,-1.46469635,1.316272137
DNAJB1,-0.308546698,-0.737782036,-0.348019229,0.464211512
DNAJB11,-1.4991623,-0.564939659,-1.915636945,0.269379174
DNAJB12,-0.111123265,-1.851253268,0.119453768,2.333161329
DNAJB13,-1.002688838,-2.48715719,-1.355151739,3.155273814
DNAJB14,-0.485923104,-0.796179292,-0.337487727,1.049459241
DNAJB2,-1.26748312,-0.614670438,-1.65101149,0.907136956
DNAJB4,-0.733255502,-0.7317306,-0.907799986,0.506736342
DNAJB5,-0.168691343,-1.967788314,0.760473603,1.283883311
DNAJB6,-0.621885018,-0.34851774,-0.53463063,0.447024853
DNAJB7,-0.193876658,-0.846292464,-0.281526327,1.172189285
DNAJB8,-0.96563706,-1.152689819,-1.181868803,0.390808299
DNAJB9,-1.340753391,-0.16523454,-1.733494802,0.21152922
DNAJC1,-0.730696389,-0.326013731,-0.782009532,0.219099037
DNAJC10,-0.644629081,-0.388208687,-0.917486645,0.069538834
DNAJC11,-2.112980764,-0.129482526,-2.668188181,-0.681342426
DNAJC12,-0.462494771,-1.258854698,0.366782599,0.412396379
DNAJC13,-0.324296827,-0.985055278,0.191501938,0.489190371
DNAJC14,-0.456435954,-1.116163243,-0.704690895,1.472080047
DNAJC15,-1.472763443,-0.155235811,-0.790207006,-0.495685512
DNAJC16,-1.313479155,-0.230938656,-1.482405761,0.349310278
DNAJC17,-1.721026851,-0.220071654,-1.06164859,-0.25728753
DNAJC18,-0.154008997,-1.976996423,0.387450322,0.795439643
DNAJC19,-0.419170042,-1.040571164,-0.254226022,0.763999249
DNAJC2,-0.715459386,-0.524192069,-0.55721575,0.00866345
DNAJC21,-0.421642906,-1.501716834,0.511181375,0.906850403
DNAJC22,-3.386966735,-0.955501107,-2.525035258,-0.207146078
DNAJC24,-0.131552837,-1.298561316,0.073667127,0.868680741
DNAJC25,-0.144876628,-1.055799824,0.192996132,0.9685669
DNAJC25-GNG10,-0.71188139,-0.684691234,-0.47471238,0.011479651
DNAJC27,-0.810518218,-0.36746387,-0.680950757,0.039572684
DNAJC28,-0.719400962,-0.453508412,-1.029564355,0.701726672
DNAJC3,-0.205759936,-1.675613932,0.168108839,0.89565518
DNAJC30,-2.845249247,-0.636709769,-3.634496736,0.606743522
DNAJC4,-1.559537512,-0.204950014,-0.797154907,0.298926069
DNAJC5,-0.579177017,-0.515450825,-0.306068201,0.782431853
DNAJC5B,-1.039436665,-0.493311301,-0.225330802,0.27988163
DNAJC5G,-1.411134227,-1.009427676,-1.710503778,-0.268866115
DNAJC6,-2.976876253,-0.116298483,-1.680422088,-1.266974363
DNAJC7,-0.494986547,-0.397911967,-0.611407872,0.216738072
DNAJC8,-0.310853063,-0.902808554,-0.34506715,1.049316039
DNAJC9,-0.2274404,-1.748860078,0.253965859,1.985596283
DNAL1,-0.711533574,-0.750162156,-0.534006787,0.100217936
DNAL4,-1.969716071,-0.429101197,-2.502092086,0.165066131
DNALI1,-0.487619919,-0.454857182,-0.2679615,0.224471485
DNASE1,-0.939378681,-0.914156266,0.140650017,0.2283561
DNASE1L1,-0.397766163,-0.591455407,-0.287758545,0.879215636
DNASE1L2,-1.499536277,-0.130901214,-0.931979299,-0.25667631
DNASE1L3,-0.264401514,-1.728178382,0.195278189,1.103064104
DNASE2,-0.350030664,-1.326595638,0.027162862,0.954446449
DNASE2B,-0.891906044,-0.462755607,-0.536639438,-0.130519642
DND1,-0.557432234,-0.568781146,-0.145262126,0.152018086
DNER,-0.461851499,-1.509753662,0.036948049,1.519026663
DNHD1,-1.304016356,-0.705431831,-0.509465106,-0.397770699
DNLZ,-2.989609079,-1.657147183,-1.179342954,0.987712597
DNM1,-0.606440029,-1.54796067,0.296707178,0.580476517
DNM1L,-2.102244483,-0.236564994,-1.665870097,0.359794213
DNM2,-1.032040558,-0.280385085,-0.760295374,0.004238312
DNM3,-1.213533862,-0.429224575,-0.298396587,-0.044630584
DNMBP,-0.214687236,-1.065993314,0.245491274,0.79568917
DNMT1,-0.2361705,-2.024469531,0.789802205,1.396919924
DNMT3A,-2.849028606,-0.129086028,-1.83726277,-0.717526737
DNMT3B,-0.938909466,-1.223591079,0.006451029,0.301573027
DNMT3L,-1.18436594,-0.461915248,-0.26702714,0.005912422
DNPEP,-1.257302353,-0.460177607,-0.660998312,-0.115988883
DNPH1,-1.185982146,-0.530402508,-0.384270356,-0.326167927
DNTT,-1.138149045,-0.829372452,-0.40035474,0.164683511
DNTTIP1,-0.036442208,-4.313236484,1.962117855,2.234703628
DNTTIP2,-1.602323163,-1.466789711,-1.645083263,1.866650429
DOC2A,-0.415331336,-1.202422592,0.019334387,0.31002269
DOC2B,-0.38724849,-0.635916442,-0.081343713,0.607530149
DOCK1,-0.865285964,-0.675209646,-0.161396174,0.344703287
DOCK10,-0.764735297,-0.614023338,-0.564249215,0.099723742
DOCK11,-2.125258054,-0.226457044,-0.912495743,-0.664607675
DOCK2,-0.37705311,-0.670101649,-0.186236122,0.5264963
DOCK3,-0.533274866,-1.031626216,0.189048942,0.755340097
DOCK4,-0.217869678,-1.027391884,0.220549034,0.716426981
DOCK5,-0.685429715,-0.863368056,-0.365740626,0.038937475
DOCK6,-0.036192605,-2.491167838,0.713635035,3.160613214
DOCK7,-0.169400214,-1.520880806,0.072341254,1.066078413
DOCK8,-1.058609849,-0.423720012,-0.891788957,0.216499246
DOCK9,-1.556658031,-0.188494377,-1.809233413,0.264667664
DOHH,-1.36713205,-0.725423636,-0.497883636,-0.43591694
DOK1,-0.784005874,-0.563634652,-0.150382559,0.289017922
DOK2,-0.861556318,-1.075535593,0.25189815,0.418385605
DOK3,-0.418445556,-0.57702681,-0.410520855,0.532986675
DOK4,-2.513647045,-0.075781123,-1.730733065,-1.033511717
DOK5,-0.427920265,-0.637638122,-0.66618592,0.933163479
DOK6,-0.546217584,-0.632657711,-0.084724296,0.168617516
DOK7,-0.72480223,-0.326575474,-0.502359303,0.166595828
DOLK,-0.369919395,-0.675585678,-0.044900212,0.523100752
DOLPP1,-0.75932245,-1.770095157,-0.675244986,0.374787207
DONSON,-3.262463085,-0.355993517,-4.241731325,0.561313693
DOPEY1,-1.10523472,-0.122532893,-0.899439159,-0.277349127
DOPEY2,-0.893961512,-0.448847325,-1.23226747,0.695297893
DOT1L,-0.048359561,-3.965183537,1.279741342,2.145149586
DPAGT1,-1.956247325,-2.509742737,-0.063318474,2.203261591
DPCD,-1.782628126,-0.114607536,-2.261259478,-0.36455185
DPCR1,-0.014546736,-3.800637122,1.671777913,2.69448534
DPEP1,-1.158558371,-0.559268209,-0.450454292,-0.309743842
DPEP2,-0.869166535,-0.719979507,-1.202231543,0.555908315
DPEP3,-0.104593201,-1.228341267,0.123047244,1.456919549
DPF1,-0.626818198,-0.930732552,0.008020756,0.420632771
DPF2,-1.35542433,-0.132942002,-1.749616032,-0.311872767
DPF3,-0.707701753,-0.551192944,-0.458411316,0.096536716
DPH1,-0.299791883,-0.840112582,-0.208998864,1.166175916
DPH2,-2.547197411,-0.98423098,-3.01834107,0.547860087
DPH3,-1.743711883,-2.053332076,-0.402546636,1.445742225
DPH5,-0.799611296,-1.33828776,-0.879867485,0.254248703
DPH6,-0.43125983,-1.354685219,0.190222806,0.965037241
DPH7,-0.424858996,-2.537002191,0.57710072,0.796892078
DPM1,-0.194752587,-2.289985645,0.358084633,2.545369341
DPM2,-0.02699455,-1.704636357,0.591754081,1.580865948
DPM3,-1.176760164,-0.508828016,-1.553257987,0.77421644
DPP10,-1.159575934,-0.401445913,-1.110252837,0.171116591
DPP3,-0.845629467,-0.64568608,-0.368884805,-0.022024604
DPP4,-0.679785109,-0.869790987,-0.323069365,0.218943992
DPP6,-0.561723957,-0.608570354,-0.330489044,0.355665315
DPP7,-0.609538857,-0.568139645,-0.145702366,0.101242537
DPP8,-0.74953363,-0.690928053,-0.124237384,0.498773872
DPP9,-0.571404463,-0.62489888,-0.638634895,0.917813964
DPP9-AS1,-0.642346371,-0.464988484,-0.791716163,0.422652746
DPPA2,-0.488647491,-0.66211261,-0.23569889,0.223435913
DPPA3,-0.556240247,-0.746657967,-0.263542477,0.528178275
DPPA4,-0.694764863,-1.500685338,-0.766726119,0.409240032
DPPA5,-1.529864911,-0.435702637,-1.755133255,0.009093989
DPRX,-0.735195547,-0.468995963,-0.251427779,-0.007406609
DPT,-0.755752178,-0.607459392,-0.591420758,0.805651609
DPY19L1,-1.216422774,-0.335910101,-1.197412854,-0.158090021
DPY19L2,-1.601405542,-1.155261535,-1.983469459,1.275763496
DPY19L3,-0.566439686,-0.907807536,-0.382858948,0.463859929
DPY19L4,-0.745562021,-0.450612484,-1.060602411,0.222242723
DPY30,-3.59230478,-0.017755008,-3.845302072,-0.946833958
DPYD,-0.774984958,-0.519635125,-0.489401281,0.199756711
DPYS,-0.601018333,-1.006572454,-0.488408646,0.323933711
DPYSL2,-0.495423049,-0.564881094,-0.385689551,0.371272729
DPYSL3,-2.614773791,-0.881050018,-2.233900672,0.428471413
DPYSL4,-0.70596755,-0.53778874,-1.014147643,0.810923143
DPYSL5,-1.147107506,-0.474525764,-0.789192772,-0.226298096
DQX1,-0.868681168,-1.013101968,0.048090863,0.69960082
DR1,-0.127719423,-1.918702601,0.577444799,1.266008633
DRAM1,-0.940583687,-0.276716898,-1.05346493,0.435442383
DRAM2,-0.939301191,-0.256295498,-0.913048964,0.028572063
DRAP1,-0.225027786,-3.797063179,0.991573069,1.292597653
