id,num,pos|score,pos|p-value,pos|fdr,pos|rank,pos|goodsgrna
MSMO1,4,0.24983,0.24966,1,4459,0
TRUB1,4,0.24987,0.2497,1,4460,0
PRKD2,4,0.24991,0.24974,1,4461,0
KRT84,4,0.24995,0.24978,1,4462,0
GGTLC1,4,0.24999,0.24983,1,4463,0
SCAMP3,4,0.25004,0.24986,1,4464,0
TVP23A,4,0.25012,0.24996,1,4465,0
RNF39,4,0.25016,0.25,1,4466,0
CDC37L1,4,0.25025,0.25008,1,4467,0
LEO1,4,0.25029,0.25011,1,4468,0
CTAGE8,4,0.25033,0.25015,1,4469,0
NCKAP5,4,0.25042,0.25023,1,4470,0
PPFIA3,4,0.25046,0.25027,1,4471,0
ZNF672,4,0.25056,0.25037,1,4472,0
ATAD1,4,0.25056,0.25037,1,4473,0
GALNTL6,4,0.25063,0.25043,1,4474,0
CIB4,4,0.25067,0.25048,1,4475,0
ADNP,4,0.25071,0.25052,1,4476,0
ZDHHC11,4,0.25075,0.25056,1,4477,0
TIAM2,4,0.2508,0.2506,1,4478,0
FOXL2NB,4,0.25084,0.25065,1,4479,0
KHDC1L,4,0.25088,0.2507,1,4480,0
ALKBH7,4,0.25092,0.25074,1,4481,0
SPIB,4,0.25101,0.25083,1,4482,0
EREG,4,0.25105,0.25087,1,4483,0
LMNTD2,4,0.25109,0.25092,1,4484,0
FSBP,4,0.25113,0.25096,1,4485,0
MUC20,4,0.25117,0.25099,1,4486,0
DRAXIN,4,0.25122,0.25102,1,4487,0
ASRGL1,4,0.25126,0.25106,1,4488,0
LRBA,4,0.2513,0.2511,1,4489,0
MPDU1,4,0.25134,0.25114,1,4490,0
ZNF592,4,0.25143,0.25123,1,4491,0
GNGT2,4,0.25147,0.25127,1,4492,0
CDK5RAP1,4,0.25151,0.25131,1,4493,0
MFAP1,4,0.25155,0.25135,1,4494,0
ZBED1,4,0.2516,0.2514,1,4495,0
DIO1,4,0.25164,0.25144,1,4496,0
OR5I1,4,0.25168,0.25149,1,4497,0
ZNF248,4,0.25181,0.2516,1,4498,0
ARHGEF3,4,0.25185,0.25164,1,4499,0
TBC1D22A,4,0.25193,0.25173,1,4500,0
BPGM,4,0.252,0.25179,1,4501,0
RAF1,4,0.2521,0.25188,1,4502,0
TASP1,4,0.25214,0.25192,1,4503,0
TTC9C,4,0.25221,0.25198,1,4505,0
RCN3,4,0.25221,0.25198,1,4504,0
C2orf82,4,0.25227,0.25204,1,4506,0
MS4A7,4,0.25231,0.25209,1,4507,0
RAB7B,4,0.25235,0.25212,1,4508,0
CABLES1,4,0.2524,0.25216,1,4509,0
STK19,4,0.25244,0.2522,1,4510,0
SRC,4,0.25248,0.25224,1,4511,0
AHI1,4,0.25252,0.25227,1,4512,0
LRRC2,4,0.25256,0.25231,1,4513,0
SLC35F1,4,0.25261,0.25236,1,4514,0
PDXK,4,0.25267,0.25241,1,4516,0
TFF3,4,0.25267,0.25241,1,4515,0
PXMP4,4,0.25273,0.25248,1,4517,0
TYW3,4,0.25282,0.25256,1,4518,0
OR4F15,4,0.2529,0.25264,1,4519,0
MINK1,4,0.25298,0.25272,1,4520,0
ZBTB20,4,0.25303,0.25275,1,4521,0
HP1BP3,4,0.25307,0.2528,1,4522,0
GMPR2,4,0.25311,0.25283,1,4523,0
GAL3ST2,4,0.25317,0.2529,1,4524,0
ARID3A,4,0.25317,0.2529,1,4525,0
C5orf15,4,0.25324,0.25297,1,4526,0
OLIG2,4,0.25328,0.25301,1,4527,0
KIAA1191,4,0.25332,0.25305,1,4528,0
BEGAIN,4,0.25336,0.25309,1,4529,0
HOXA7,4,0.2534,0.25313,1,4530,0
GTF3C1,4,0.25345,0.25318,1,4531,0
GPAM,4,0.25353,0.25325,1,4532,0
MYO3A,4,0.25357,0.25329,1,4533,0
PLBD2,4,0.25366,0.25337,1,4534,0
ENPP2,4,0.2537,0.25341,1,4535,0
SLC18A1,4,0.25387,0.25358,1,4536,0
APOH,4,0.25391,0.25363,1,4537,0
CSNK1E,4,0.25395,0.25367,1,4538,0
POC1A,4,0.25418,0.25391,1,4539,0
FBXW2,4,0.25424,0.25396,1,4540,0
CDKN1B,4,0.25429,0.25401,1,4541,0
GPCPD1,4,0.25433,0.25405,1,4542,0
CLINT1,4,0.25437,0.2541,1,4543,0
PRR9,4,0.25441,0.25414,1,4544,0
GPR137,4,0.25445,0.25418,1,4545,0
CBLL1,4,0.2545,0.25422,1,4546,0
AKR7A2,4,0.25454,0.25426,1,4547,0
P2RY6,4,0.25458,0.2543,1,4548,0
ARL4D,4,0.25462,0.25434,1,4549,0
ZNF648,4,0.25471,0.25443,1,4550,0
REG1A,4,0.25479,0.25452,1,4551,0
AMPD2,4,0.25485,0.25459,1,4552,0
KRTAP10-10,4,0.25494,0.25467,1,4554,0
PLA2R1,4,0.25494,0.25467,1,4553,0
CYP11B1,4,0.255,0.25473,1,4555,0
SLC38A10,4,0.25504,0.25478,1,4556,0
ZNF385D,4,0.25508,0.25482,1,4557,0
PLA2G12B,4,0.25513,0.25487,1,4558,0
OR6Q1,4,0.25517,0.25492,1,4559,0
SLC7A5,4,0.25525,0.25501,1,4560,0
RWDD2A,4,0.25534,0.25509,1,4561,0
MAN2B2,4,0.25538,0.25513,1,4562,0
C10orf25,4,0.25546,0.2552,1,4563,0
HSF4,4,0.25555,0.25528,1,4564,0
GALNT5,4,0.25559,0.25532,1,4565,0
ZNF664-FAM101A,4,0.25563,0.25537,1,4566,0
NT5C1B,4,0.25567,0.25541,1,4567,0
C8orf44,4,0.25571,0.25546,1,4568,0
CSRP2BP,4,0.25576,0.25549,1,4569,0
S100PBP,4,0.25584,0.25557,1,4570,0
PLBD1,4,0.25592,0.25566,1,4571,0
B3GALT2,4,0.25601,0.25574,1,4572,0
KIAA1468,4,0.25605,0.25578,1,4573,0
LDLRAD3,4,0.25609,0.25582,1,4574,0
SH3RF1,4,0.25622,0.25596,1,4575,0
DKK3,4,0.25626,0.25601,1,4576,0
GALK1,4,0.25634,0.25609,1,4577,0
ZDHHC24,4,0.25638,0.25613,1,4578,0
DCX,4,0.25643,0.25618,1,4579,0
CD5L,4,0.25651,0.25626,1,4580,0
ZNF705B,4,0.25655,0.2563,1,4581,0
LMBR1L,4,0.25664,0.25638,1,4582,0
ERCC6L,4,0.2568,0.25654,1,4583,0
MCRS1,4,0.25684,0.25657,1,4584,0
TGFBR1,4,0.25689,0.25661,1,4585,0
NCR1,4,0.25693,0.25666,1,4586,0
MKLN1,4,0.25697,0.2567,1,4587,0
CNOT10,4,0.25708,0.2568,1,4588,0
RXFP3,4,0.25708,0.2568,1,4589,0
GRAMD1B,4,0.25714,0.25687,1,4590,0
CLNK,4,0.25718,0.25692,1,4591,0
MS4A12,4,0.25724,0.25698,1,4592,0
KCNH5,4,0.25724,0.25698,1,4593,0
PPFIBP2,4,0.25735,0.25708,1,4594,0
DENND1C,4,0.25735,0.25708,1,4595,0
C4orf29,4,0.25743,0.25718,1,4596,0
GPR89B,4,0.25751,0.25727,1,4597,0
TMUB1,4,0.25756,0.25731,1,4598,0
HOXA4,4,0.2576,0.25736,1,4599,0
SLC25A38,4,0.25766,0.25741,1,4600,0
HACD2,4,0.25766,0.25741,1,4601,0
TMEM160,4,0.25772,0.25748,1,4602,0
RSPO4,4,0.25781,0.25755,1,4603,0
SLC25A2,4,0.25791,0.25766,1,4604,0
UTRN,4,0.25802,0.25775,1,4605,0
ADGRG3,4,0.25806,0.25779,1,4606,0
DAZ2,4,0.25812,0.25786,1,4608,0
TCERG1,4,0.25812,0.25786,1,4607,0
FAM131B,4,0.25818,0.25792,1,4609,0
SCN10A,4,0.25823,0.25796,1,4610,0
MCPH1,4,0.25827,0.25799,1,4611,0
WFDC8,4,0.25831,0.25804,1,4612,0
KRT80,4,0.25835,0.25809,1,4613,0
RIN2,4,0.25839,0.25813,1,4614,0
FAM109A,4,0.25844,0.25817,1,4615,0
INPP5F,4,0.25848,0.25821,1,4616,0
TAS2R9,4,0.25856,0.2583,1,4617,0
EMC4,4,0.2586,0.25834,1,4618,0
GJA10,4,0.25864,0.25839,1,4619,0
ENHO,4,0.25873,0.25847,1,4620,0
GPR27,4,0.25877,0.25851,1,4621,0
KRTAP10-6,4,0.25885,0.2586,1,4622,0
CCDC36,4,0.25898,0.25873,1,4623,0
ABLIM2,4,0.25902,0.25877,1,4624,0
AMOTL2,4,0.25906,0.25881,1,4625,0
GAGE12I,4,0.2591,0.25886,1,4626,0
ATP9A,4,0.25915,0.2589,1,4627,0
ARMT1,4,0.25935,0.2591,1,4628,0
DFFA,4,0.2594,0.25914,1,4629,0
EPHA10,4,0.25944,0.25918,1,4630,0
EHBP1L1,4,0.25952,0.25926,1,4633,0
FSCN2,4,0.25952,0.25926,1,4631,0
TMEM52,4,0.25952,0.25926,1,4632,0
RAB32,4,0.25961,0.25935,1,4634,0
GPSM1,4,0.25965,0.25939,1,4635,0
OAZ2,4,0.25973,0.25947,1,4636,0
ACOXL,4,0.25977,0.25951,1,4637,0
DNAJB1,4,0.25984,0.25958,1,4639,0
RPGRIP1L,4,0.25984,0.25958,1,4638,0
EVPL,4,0.25992,0.25967,1,4641,0
BTBD1,4,0.25992,0.25967,1,4640,0
ZNF750,4,0.25998,0.25973,1,4642,0
DAZ3,4,0.26002,0.25978,1,4643,0
TJP3,4,0.26006,0.25983,1,4644,0
ACAN,4,0.26013,0.25989,1,4645,0
TMPRSS13,4,0.26023,0.26,1,4646,0
KLK15,4,0.26032,0.26008,1,4647,0
KCNE1,4,0.2604,0.26015,1,4648,0
ADAMTS3,4,0.26044,0.2602,1,4649,0
IQGAP1,4,0.26052,0.26027,1,4650,0
RGL3,4,0.26057,0.26032,1,4651,0
BRWD3,4,0.26061,0.26036,1,4652,0
C22orf29,4,0.26065,0.2604,1,4653,0
PDE7A,4,0.26077,0.26052,1,4654,0
VASP,4,0.26082,0.26057,1,4655,0
STPG1,4,0.2609,0.26065,1,4656,0
NAALAD2,4,0.26094,0.26069,1,4657,0
UBE2R2,4,0.26102,0.26077,1,4658,0
KRTAP21-2,4,0.26111,0.26085,1,4659,0
AUTS2,4,0.26115,0.2609,1,4660,0
OR2H2,4,0.26119,0.26093,1,4661,0
ELOVL7,4,0.26123,0.26098,1,4662,0
CSH2,4,0.26127,0.26102,1,4663,0
UBTD2,4,0.26132,0.26105,1,4664,0
SELO,4,0.26136,0.26109,1,4665,0
SLC7A3,4,0.2614,0.26113,1,4666,0
HOGA1,4,0.26144,0.26117,1,4667,0
NUDT5,4,0.26148,0.26121,1,4668,0
SLC16A1,4,0.26155,0.26127,1,4669,0
HIST1H2AM,4,0.26155,0.26127,1,4670,0
GUCA1A,4,0.26161,0.26134,1,4671,0
ATP6AP1L,4,0.26165,0.26138,1,4672,0
USE1,4,0.26169,0.26142,1,4673,0
TXNDC16,4,0.26173,0.26147,1,4674,0
SNN,4,0.26177,0.2615,1,4675,0
FOXD4L6,4,0.26182,0.26154,1,4676,0
B4GALNT3,4,0.26192,0.26165,1,4678,0
FUT1,4,0.26192,0.26165,1,4677,0
CMPK2,4,0.26198,0.2617,1,4679,0
SPA17,4,0.26207,0.26179,1,4680,0
ESYT3,4,0.26211,0.26183,1,4681,0
TRIM49D1,4,0.26215,0.26187,1,4682,0
NUTM2A,4,0.26219,0.26191,1,4683,0
CSTF2,4,0.26227,0.26199,1,4684,0
LARP7,4,0.26232,0.26203,1,4685,0
EHHADH,4,0.26236,0.26207,1,4686,0
QKI,4,0.2624,0.26211,1,4687,0
DDX51,4,0.26248,0.2622,1,4688,0
ZNF484,4,0.26252,0.26224,1,4689,0
GPR101,4,0.26257,0.26228,1,4690,0
SETD8,4,0.26261,0.26232,1,4691,0
OVOL3,4,0.26273,0.26244,1,4692,0
ACRV1,4,0.26277,0.26247,1,4693,0
ADAD2,4,0.26284,0.26255,1,4694,0
EPHA4,4,0.2629,0.26262,1,4695,0
TBC1D28,4,0.26294,0.26266,1,4696,0
CTSG,4,0.26298,0.2627,1,4697,0
GJC3,4,0.26315,0.26288,1,4698,0
SH3D19,4,0.26327,0.26302,1,4699,0
ERICH2,4,0.26332,0.26306,1,4700,0
SLC6A14,4,0.26336,0.2631,1,4701,0
BPY2,4,0.2634,0.26315,1,4702,0
C1orf177,4,0.26344,0.26319,1,4703,0
SOX3,4,0.2635,0.26325,1,4704,0
MBD3L1,4,0.26357,0.26331,1,4705,0
AGR3,4,0.26365,0.26339,1,4706,0
CDX1,4,0.26369,0.26343,1,4707,0
MIEN1,4,0.26381,0.26356,1,4708,0
PRKCQ,4,0.2639,0.26364,1,4709,0
MINPP1,4,0.26394,0.26368,1,4710,0
SPON2,4,0.26402,0.26376,1,4711,0
TMUB2,4,0.26411,0.26384,1,4712,0
DCP1B,4,0.26417,0.2639,1,4714,0
TEAD4,4,0.26417,0.2639,1,4713,0
CRLF3,4,0.26423,0.26395,1,4715,0
PLOD1,4,0.26427,0.26399,1,4716,0
C10orf126,4,0.26436,0.26407,1,4717,0
MERTK,4,0.2644,0.26412,1,4718,0
HBA1,4,0.26444,0.26416,1,4719,0
THSD1,4,0.26448,0.2642,1,4720,0
MEX3B,4,0.26452,0.26424,1,4721,0
PIK3IP1,4,0.2646,0.26432,1,4722,0
SS18,4,0.26469,0.26441,1,4723,0
ACVR1B,4,0.26473,0.26446,1,4724,0
ZNF629,4,0.26481,0.26454,1,4725,0
MRPS36,4,0.26485,0.26458,1,4726,0
PTPN12,4,0.2649,0.26461,1,4727,0
B3GNT2,4,0.26494,0.26465,1,4728,0
FAM173A,4,0.265,0.26471,1,4730,0
TRIM58,4,0.265,0.26471,1,4729,0
GPC2,4,0.26506,0.26478,1,4731,0
OR8K1,4,0.2651,0.26483,1,4732,0
TTC37,4,0.26519,0.26492,1,4733,0
B4GALT4,4,0.26523,0.26497,1,4734,0
ATAD2B,4,0.26527,0.26501,1,4735,0
VRTN,4,0.26535,0.26511,1,4736,0
RHOQ,4,0.26541,0.26516,1,4737,0
OAZ3,4,0.26548,0.26523,1,4738,0
CALR3,4,0.2656,0.26535,1,4739,0
NXPH4,4,0.26564,0.26538,1,4740,0
CD3D,4,0.26568,0.26541,1,4741,0
PODNL1,4,0.26577,0.26549,1,4742,0
SYMPK,4,0.26581,0.26553,1,4743,0
EBF4,4,0.26587,0.26559,1,4744,0
CAPN5,4,0.26593,0.26564,1,4745,0
IGSF10,4,0.26598,0.26569,1,4746,0
ESD,4,0.26602,0.26573,1,4747,0
SPATA45,4,0.2661,0.26582,1,4748,0
S100A8,4,0.26614,0.26585,1,4749,0
ARPC1B,4,0.26622,0.26593,1,4750,0
MAPK4,4,0.26635,0.26606,1,4751,0
ERC1,4,0.26641,0.26611,1,4752,0
MC2R,4,0.26641,0.26611,1,4753,0
GLUD1,4,0.26647,0.26617,1,4754,0
SIX5,4,0.26651,0.26621,1,4755,0
CECR1,4,0.26658,0.26628,1,4756,0
LRRC14,4,0.26664,0.26635,1,4757,0
ODF3B,4,0.26668,0.26638,1,4758,0
TRPM5,4,0.26672,0.26642,1,4759,0
CCDC28B,4,0.2668,0.26649,1,4760,0
MUC6,4,0.26685,0.26653,1,4761,0
ANKRA2,4,0.26689,0.26657,1,4762,0
HGD,4,0.26693,0.26661,1,4763,0
TSSK4,4,0.26699,0.26667,1,4765,0
PPP1R7,4,0.26699,0.26667,1,4764,0
WISP2,4,0.26709,0.26677,1,4766,0
POLR3E,4,0.26714,0.26681,1,4767,0
DNASE1L2,4,0.26718,0.26686,1,4768,0
TRIM52,4,0.26726,0.26694,1,4769,0
THEM5,4,0.2673,0.26698,1,4770,0
CCL25,4,0.26734,0.26702,1,4771,0
PCDHB12,4,0.26738,0.26707,1,4772,0
KCTD14,4,0.26743,0.26711,1,4773,0
ADAM33,4,0.26747,0.26715,1,4774,0
GSTP1,4,0.26755,0.26724,1,4775,0
SLC16A12,4,0.26759,0.26727,1,4776,0
SPATA21,4,0.26763,0.26732,1,4777,0
VPS51,4,0.26767,0.26735,1,4778,0
ABHD16B,4,0.26772,0.26739,1,4779,0
GHRH,4,0.26776,0.26743,1,4780,0
TMEM47,4,0.2678,0.26748,1,4781,0
MAPK15,4,0.26784,0.26752,1,4782,0
BCL7C,4,0.26788,0.26757,1,4783,0
PLCZ1,4,0.26796,0.26765,1,4784,0
ACTR3C,4,0.26801,0.26769,1,4785,0
TMEM176A,4,0.26807,0.26776,1,4786,0
C1orf27,4,0.26813,0.26782,1,4787,0
COG7,4,0.26817,0.26785,1,4788,0
PPBP,4,0.26821,0.26789,1,4789,0
ANGPT2,4,0.26825,0.26793,1,4790,0
PIFO,4,0.2683,0.26797,1,4791,0
MOB1A,4,0.26838,0.26805,1,4792,0
HIST1H4K,4,0.26842,0.26809,1,4793,0
CCDC51,4,0.2685,0.26818,1,4794,0
RASSF10,4,0.26859,0.26826,1,4795,0
S100A2,4,0.26867,0.26835,1,4796,0
ARL8B,4,0.26871,0.26839,1,4797,0
MARCKSL1,4,0.26875,0.26842,1,4798,0
COTL1,4,0.26879,0.26847,1,4799,0
TXK,4,0.26883,0.26851,1,4800,0
CCDC177,4,0.2689,0.26857,1,4801,0
VSTM4,4,0.26898,0.26864,1,4802,0
VAMP7,4,0.26912,0.2688,1,4803,0
XCL1,4,0.26921,0.26888,1,4804,0
HAPLN4,4,0.26925,0.26892,1,4805,0
CRABP2,4,0.26929,0.26896,1,4806,0
ANKFN1,4,0.26933,0.269,1,4807,0
MS4A4A,4,0.26937,0.26905,1,4808,0
ANKRD20A1,4,0.2695,0.26916,1,4809,0
GSPT1,4,0.26958,0.26924,1,4810,0
ARHGAP5,4,0.26962,0.26928,1,4811,0
DNAJC10,4,0.2697,0.26937,1,4812,0
SPOCK1,4,0.26983,0.26948,1,4813,0
KCNN2,4,0.26987,0.26952,1,4814,0
PPP1R12B,4,0.26991,0.26957,1,4815,0
PON2,4,0.26995,0.26961,1,4816,0
CNOT6L,4,0.27007,0.26973,1,4817,0
SPN,4,0.27014,0.2698,1,4819,0
SNRPC,4,0.27014,0.2698,1,4818,0
CITED2,4,0.2702,0.26985,1,4820,0
CAPSL,4,0.27032,0.26997,1,4821,0
RBM3,4,0.27036,0.27002,1,4822,0
GNB1,4,0.27041,0.27005,1,4823,0
TMEM255A,4,0.27045,0.2701,1,4824,0
MTHFD2L,4,0.27053,0.27019,1,4825,0
CFHR2,4,0.27057,0.27023,1,4826,0
CDH12,4,0.27061,0.27028,1,4827,0
ABCB6,4,0.27065,0.27031,1,4828,0
PRSS36,4,0.27069,0.27036,1,4829,0
WIPF3,4,0.27076,0.27042,1,4831,0
DDN,4,0.27076,0.27042,1,4830,0
FAM64A,4,0.27084,0.27051,1,4832,0
MLF1,4,0.2709,0.27057,1,4833,0
HIST1H3E,4,0.27094,0.27061,1,4834,0
TMSB4Y,4,0.27098,0.27065,1,4835,0
RSPH3,4,0.27102,0.27069,1,4836,0
GCC1,4,0.27107,0.27073,1,4837,0
CRYBB3,4,0.27115,0.27081,1,4838,0
PRAMEF19,4,0.27123,0.27089,1,4839,0
USP7,4,0.27127,0.27093,1,4840,0
MTF2,4,0.27131,0.27097,1,4841,0
MT1G,4,0.27138,0.27103,1,4842,0
SRP72,4,0.27138,0.27103,1,4843,0
GOLPH3L,4,0.27144,0.2711,1,4844,0
TOM1L1,4,0.27148,0.27114,1,4845,0
GAST,4,0.27154,0.27121,1,4846,0
OR4X2,4,0.27154,0.27121,1,4847,0
NFATC4,4,0.2716,0.27127,1,4848,0
LIPH,4,0.27164,0.27132,1,4849,0
DBP,4,0.27171,0.27138,1,4850,0
GNG2,4,0.27189,0.27158,1,4851,0
MFAP3L,4,0.27197,0.27166,1,4852,0
SLC39A6,4,0.27201,0.2717,1,4853,0
BRINP3,4,0.27206,0.27174,1,4854,0
PCDHB7,4,0.27214,0.27183,1,4855,0
HTRA3,4,0.27222,0.27191,1,4856,0
SLC25A47,4,0.27232,0.27201,1,4857,0
ANO7,4,0.27239,0.27206,1,4858,0
NRG4,4,0.27255,0.27221,1,4859,0
ZNF217,4,0.27263,0.2723,1,4861,0
NUPL2,4,0.27263,0.2723,1,4860,0
BBX,4,0.27263,0.2723,1,4862,0
C2orf48,4,0.27272,0.27238,1,4863,0
ASB10,4,0.2728,0.27246,1,4864,0
HSD17B2,4,0.27284,0.27251,1,4865,0
IL4,4,0.27288,0.27254,1,4866,0
RALB,4,0.27292,0.27258,1,4867,0
PGRMC2,4,0.27296,0.27262,1,4868,0
RNF38,4,0.273,0.27266,1,4869,0
GSTK1,4,0.27305,0.27271,1,4870,0
ANKRD66,4,0.27309,0.27275,1,4871,0
XAB2,4,0.27313,0.2728,1,4872,0
SPATA19,4,0.27317,0.27284,1,4873,0
ETV5,4,0.27325,0.27293,1,4874,0
CNEP1R1,4,0.27329,0.27297,1,4875,0
NTN3,4,0.27333,0.27302,1,4876,0
RLN2,4,0.27342,0.27311,1,4877,0
SPATA6L,4,0.27348,0.27317,1,4878,0
MRPS5,4,0.27354,0.27323,1,4879,0
ARF6,4,0.27358,0.27327,1,4880,0
BCKDHB,4,0.27362,0.27332,1,4881,0
SPAG4,4,0.27368,0.27338,1,4883,0
PYY,4,0.27368,0.27338,1,4882,0
VAMP5,4,0.27377,0.27346,1,4884,0
GNAT3,4,0.27383,0.27353,1,4885,0
FRRS1,4,0.27387,0.27357,1,4886,0
C5orf30,4,0.27391,0.27361,1,4887,0
TSPAN15,4,0.27399,0.27369,1,4888,0
RAB40AL,4,0.27403,0.27374,1,4889,0
ASB2,4,0.27407,0.27378,1,4890,0
SIGLEC15,4,0.27416,0.27387,1,4891,0
UBXN10,4,0.2742,0.27391,1,4892,0
ABCD4,4,0.27428,0.27399,1,4893,0
GNRHR,4,0.27432,0.27403,1,4894,0
C7orf55-LUC7L2,4,0.2744,0.27411,1,4895,0
OR51I2,4,0.27445,0.27415,1,4896,0
PRSS3,4,0.27453,0.27423,1,4897,0
TWISTNB,4,0.27457,0.27427,1,4898,0
C1QTNF9B,4,0.27461,0.27431,1,4899,0
C6orf203,4,0.27473,0.27443,1,4900,0
NLGN4X,4,0.27477,0.27447,1,4901,0
CDK12,4,0.27494,0.27464,1,4902,0
SAGE1,4,0.27498,0.27468,1,4903,0
OGDHL,4,0.27502,0.27472,1,4904,0
C14orf39,4,0.2751,0.2748,1,4905,0
ARFIP1,4,0.27519,0.27488,1,4906,0
PAX5,4,0.27527,0.27497,1,4907,0
TMEM164,4,0.27537,0.27506,1,4909,0
ANXA2R,4,0.27537,0.27506,1,4908,0
PARPBP,4,0.27543,0.27514,1,4910,0
PRR23A,4,0.27547,0.27517,1,4911,0
ZNF775,4,0.27551,0.2752,1,4912,0
ME1,4,0.27556,0.27524,1,4913,0
MECOM,4,0.2756,0.27528,1,4914,0
SLC36A1,4,0.27564,0.27532,1,4915,0
RFESD,4,0.27568,0.27536,1,4916,0
CYP20A1,4,0.27572,0.2754,1,4917,0
ORAI1,4,0.2758,0.27549,1,4918,0
GCNT2,4,0.27584,0.27553,1,4919,0
FOPNL,4,0.27588,0.27557,1,4920,0
CCNF,4,0.27595,0.27563,1,4922,0
DSEL,4,0.27595,0.27563,1,4921,0
OR10AD1,4,0.27601,0.2757,1,4923,0
B3GNT3,4,0.27605,0.27574,1,4924,0
SPCS1,4,0.27609,0.27578,1,4925,0
PABPC1,4,0.27613,0.27582,1,4926,0
CXCL5,4,0.27621,0.27591,1,4927,0
FSTL5,4,0.27625,0.27595,1,4928,0
CCDC140,4,0.27629,0.27599,1,4929,0
HOMER3,4,0.27634,0.27603,1,4930,0
C1orf186,4,0.27638,0.27607,1,4931,0
RAB40A,4,0.27642,0.27611,1,4932,0
SLC35G1,4,0.27646,0.27614,1,4933,0
ALDH4A1,4,0.2765,0.27618,1,4934,0
RIPK3,4,0.2766,0.27628,1,4935,0
KIAA1407,4,0.2766,0.27628,1,4936,0
GCGR,4,0.27666,0.27634,1,4937,0
CCR9,4,0.27675,0.27642,1,4938,0
PRR15L,4,0.27679,0.27647,1,4939,0
AMDHD2,4,0.27683,0.27651,1,4940,0
TRPC1,4,0.27691,0.27658,1,4941,0
GOLGA6L1,4,0.27695,0.27663,1,4942,0
UHRF1BP1L,4,0.27699,0.27666,1,4943,0
TBX6,4,0.27703,0.27669,1,4944,0
ANKRD17,4,0.27707,0.27674,1,4945,0
APMAP,4,0.27712,0.27678,1,4946,0
LCA5,4,0.27716,0.27683,1,4947,0
DYNLL2,4,0.2772,0.27687,1,4948,0
C14orf166,4,0.27724,0.27691,1,4949,0
GH2,4,0.27728,0.27695,1,4950,0
HDAC11,4,0.27732,0.277,1,4951,0
UBTD1,4,0.27736,0.27703,1,4952,0
DENND2C,4,0.2774,0.27707,1,4953,0
ZNF488,4,0.27757,0.27722,1,4954,0
TBX15,4,0.27761,0.27727,1,4955,0
OPA1,4,0.27769,0.27735,1,4956,0
NT5C3B,4,0.27775,0.27741,1,4957,0
APOBEC3C,4,0.27785,0.27752,1,4958,0
PFN3,4,0.27789,0.27756,1,4959,0
CCDC9,4,0.27798,0.27765,1,4960,0
PPP1R10,4,0.27806,0.27773,1,4961,0
RIOK3,4,0.2781,0.27777,1,4962,0
RNF216,4,0.27814,0.27781,1,4963,0
SOX1,4,0.2782,0.27787,1,4964,0
ZNF273,4,0.27826,0.27794,1,4965,0
NXNL1,4,0.2783,0.27798,1,4966,0
CLMN,4,0.27835,0.27802,1,4967,0
PDCD1,4,0.27839,0.27805,1,4968,0
ZNF132,4,0.27847,0.27813,1,4969,0
SMKR1,4,0.27851,0.27817,1,4970,0
QSOX1,4,0.27861,0.27828,1,4971,0
OR10H3,4,0.27867,0.27835,1,4972,0
ADAM10,4,0.27871,0.27839,1,4973,0
SMARCA1,4,0.27875,0.27843,1,4974,0
FAM169A,4,0.27884,0.27851,1,4975,0
GOLGA4,4,0.27892,0.27858,1,4976,0
GBX1,4,0.27896,0.27862,1,4977,0
RLF,4,0.279,0.27866,1,4978,0
HSPB3,4,0.27904,0.2787,1,4979,0
BSND,4,0.27908,0.27874,1,4980,0
ZNF641,4,0.27912,0.27878,1,4981,0
THOP1,4,0.27916,0.27883,1,4982,0
CLPSL1,4,0.27921,0.27887,1,4983,0
RTP4,4,0.27925,0.27891,1,4984,0
POTEF,4,0.27929,0.27896,1,4985,0
GNAI1,4,0.27935,0.27902,1,4986,0
VSTM1,4,0.27935,0.27902,1,4987,0
WNT10B,4,0.27941,0.27908,1,4988,0
LMNA,4,0.27945,0.27911,1,4989,0
DNAJC18,4,0.27949,0.27915,1,4990,0
TRIM59,4,0.27953,0.27919,1,4991,0
CELA3B,4,0.27957,0.27923,1,4992,0
HYAL4,4,0.27961,0.27926,1,4993,0
CDK2AP2,4,0.27966,0.27931,1,4994,0
HIST1H2BF,4,0.2797,0.27935,1,4995,0
LOC101927844,4,0.27974,0.2794,1,4996,0
SETDB2,4,0.27986,0.27952,1,4997,0
EFNA3,4,0.2799,0.27955,1,4998,0
PTTG1IP,4,0.27994,0.2796,1,4999,0
ACSM3,4,0.27998,0.27964,1,5000,0
LRP1,4,0.28004,0.27971,1,5002,0
ABCA9,4,0.28004,0.27971,1,5001,0
ZNF30,4,0.28011,0.27977,1,5003,0
SOCS6,4,0.28023,0.27988,1,5004,0
WBSCR27,4,0.28031,0.27997,1,5005,0
ASB13,4,0.28035,0.28001,1,5006,0
CNPY4,4,0.28041,0.28006,1,5008,0
TUSC1,4,0.28041,0.28006,1,5007,0
DOCK7,4,0.28047,0.28014,1,5009,0
SLC35B2,4,0.28051,0.28019,1,5010,0
SPG21,4,0.28058,0.28025,1,5011,0
MCM3AP,4,0.28058,0.28025,1,5012,0
TMEM173,4,0.28064,0.28031,1,5013,0
TENM1,4,0.28068,0.28034,1,5014,0
