id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
ETFA	3	0.10386	0.17924	0.983713	3439	2	-0.3426	0.80223	0.80216	1.0	14913	0	-0.3426
NFRKB	3	0.10391	0.17932	0.983713	3440	1	0.14475	0.22548	0.34291	1.0	6286	2	0.14475
HES7	3	0.10396	0.17938	0.983713	3441	2	-0.22277	0.092099	0.16513	1.0	3028	1	-0.22277
ARHGAP19	3	0.10396	0.17939	0.983713	3442	1	-0.038466	0.40902	0.46409	1.0	8468	1	-0.038466
C3orf79	3	0.10398	0.17942	0.983713	3443	2	-0.24759	0.86952	0.86961	1.0	16231	0	-0.24759
EMX2	3	0.10403	0.17949	0.983713	3444	1	-0.069151	0.65445	0.65546	1.0	12105	1	-0.069151
PRR5L	3	0.10408	0.17954	0.983713	3445	2	-0.2299	0.77265	0.77286	1.0	14352	0	-0.2299
VCY	3	0.10411	0.1796	0.983713	3446	1	0.0048678	0.49506	0.52383	1.0	9570	1	0.0048678
RHEBL1	3	0.10416	0.17967	0.983713	3447	1	-0.011124	0.13463	0.22309	1.0	4106	1	-0.011124
C10orf95	3	0.1044	0.18002	0.983713	3448	1	-0.027256	0.12336	0.20773	1.0	3821	1	-0.027256
SELENOW	3	0.1044	0.18002	0.983713	3449	2	-0.27999	0.76657	0.76679	1.0	14227	0	-0.27999
TXNDC11	3	0.1044	0.18002	0.983713	3450	2	-0.17339	0.79708	0.79706	1.0	14810	0	-0.17339
CPNE4	3	0.10441	0.18003	0.983713	3451	2	-0.26687	0.92676	0.92689	1.0	17340	0	-0.26687
BANK1	3	0.10441	0.18003	0.983713	3452	2	-0.26687	0.37217	0.44027	1.0	8035	1	-0.26687
EPX	3	0.10441	0.18003	0.983713	3453	2	-0.2567	0.90922	0.90933	1.0	17010	0	-0.2567
CD48	3	0.1045	0.18015	0.983713	3454	1	0.08725	0.7201	0.72018	1.0	13296	0	0.08725
OST4	3	0.10457	0.18025	0.983713	3455	1	0.034693	0.51053	0.53522	1.0	9789	1	0.034693
CREBBP	3	0.10457	0.18025	0.983713	3456	2	-0.3824	0.88889	0.88897	1.0	16628	0	-0.3824
RNF103	3	0.10457	0.18025	0.983713	3457	2	-0.33788	0.75702	0.75724	1.0	14032	0	-0.33788
COX6A1	3	0.10457	0.18025	0.983713	3458	2	-0.3824	0.85103	0.85101	1.0	15862	0	-0.3824
GPATCH11	3	0.10457	0.18025	0.983713	3459	2	-0.19146	0.42307	0.47347	1.0	8633	1	-0.19146
MRM3	3	0.10467	0.1804	0.983941	3460	2	-0.32226	0.95651	0.9568	1.0	17944	0	-0.32226
PFDN4	3	0.10477	0.18051	0.983941	3461	1	0.37258	0.096381	0.17104	1.0	3142	2	0.37258
MEDAG	3	0.10483	0.18059	0.983941	3462	2	-0.36787	0.90427	0.90433	1.0	16921	0	-0.36787
HLTF	3	0.10487	0.18066	0.983941	3463	1	-0.095774	0.76513	0.76537	1.0	14196	0	-0.095774
TGFBR1	3	0.10494	0.18076	0.983941	3464	1	0.099896	0.63585	0.63833	1.0	11784	1	0.099896
PTPN12	3	0.105	0.18084	0.983941	3465	2	-0.2638	0.87369	0.87383	1.0	16309	0	-0.2638
SLC25A13	3	0.105	0.18084	0.983941	3466	2	-0.30456	0.36906	0.43826	1.0	8001	1	-0.30456
MANSC1	3	0.105	0.18084	0.983941	3467	2	-0.30456	0.93145	0.93158	1.0	17432	0	-0.30456
CNR1	3	0.10501	0.18086	0.983941	3468	1	-0.049776	0.85858	0.85859	1.0	16011	0	-0.049776
LETM2	3	0.10511	0.18098	0.983941	3469	1	0.017414	0.47884	0.51211	1.0	9331	1	0.017414
LRRC72	3	0.10514	0.18103	0.983941	3470	2	-0.23626	0.41477	0.46792	1.0	8538	1	-0.23626
BCL2L2	3	0.10514	0.18103	0.983941	3471	2	-0.40667	0.53471	0.55365	1.0	10137	1	-0.40667
GABARAPL1	3	0.10514	0.18103	0.983941	3472	2	-0.40667	0.93468	0.93486	1.0	17490	0	-0.40667
AMN	3	0.10514	0.18103	0.983941	3473	2	-0.40667	0.85079	0.85076	1.0	15858	0	-0.40667
PPP2R2A	3	0.10518	0.18108	0.983941	3474	1	-0.067539	0.37721	0.44345	1.0	8084	1	-0.067539
RGS22	3	0.10523	0.18115	0.983941	3475	1	-0.1359	0.80838	0.80828	1.0	15030	0	-0.1359
MEOX1	3	0.10525	0.18118	0.983941	3476	2	-0.33736	0.93209	0.93222	1.0	17442	0	-0.33736
ZNF865	3	0.10531	0.18125	0.984053	3477	1	0.2915	0.18196	0.28631	1.0	5246	2	0.2915
CTAGE15	1	0.10531	0.10525	0.966899	3478	1	-0.34634	0.89469	0.89512	1.0	16738	0	-0.34634
BHMT	3	0.10543	0.18143	0.984291	3479	2	-0.20607	0.95932	0.95958	1.0	18009	0	-0.20607
ADGRE3	3	0.10543	0.18143	0.984291	3480	2	-0.20607	0.73709	0.73729	1.0	13633	0	-0.20607
PPP1R11	3	0.10549	0.1815	0.984291	3481	2	-0.25422	0.76231	0.7626	1.0	14151	0	-0.25422
PAX5	3	0.10549	0.1815	0.984291	3482	2	-0.25422	0.71644	0.71649	1.0	13235	0	-0.25422
OR11H2	3	0.10565	0.18172	0.985195	3483	1	0.13091	0.16201	0.25963	1.0	4768	2	0.13091
TNFSF11	3	0.10578	0.18191	0.985658	3484	2	-0.2345	0.83999	0.84	1.0	15642	0	-0.2345
THAP11	3	0.10578	0.18191	0.985658	3485	2	-0.2345	0.04424	0.098001	0.986925	1871	1	-0.2345
ZNF665	3	0.10587	0.18201	0.985918	3486	1	0.11426	0.7687	0.76893	1.0	14272	0	0.11426
YBX2	3	0.10606	0.18228	0.986259	3487	1	0.1215	0.47041	0.50604	1.0	9223	1	0.1215
SEC61A2	3	0.1061	0.18233	0.986259	3488	2	-0.30966	0.29279	0.39175	1.0	7148	1	-0.30966
AMACR	3	0.10611	0.18235	0.986259	3489	1	-0.07056	0.75834	0.75859	1.0	14059	0	-0.07056
PRAMEF20	3	0.10618	0.18245	0.986259	3490	2	-0.21119	0.73359	0.73372	1.0	13565	0	-0.21119
OR2G2	3	0.10618	0.18246	0.986259	3491	1	0.12648	0.21786	0.3331	1.0	6114	2	0.12648
RAB36	3	0.10618	0.18246	0.986259	3492	1	-0.076321	0.35034	0.42647	1.0	7777	1	-0.076321
TTC32	3	0.10628	0.18258	0.986259	3493	1	-0.091667	0.70331	0.7034	1.0	12998	0	-0.091667
ANAPC16	3	0.10628	0.18258	0.986259	3494	1	-0.084873	0.40529	0.4616	1.0	8419	1	-0.084873
LCE6A	3	0.10636	0.18268	0.986259	3495	2	-0.20498	0.76521	0.76546	1.0	14198	0	-0.20498
CKS2	3	0.10636	0.18268	0.986259	3496	2	-0.24947	0.93523	0.93542	1.0	17500	0	-0.24947
VARS	3	0.10636	0.18268	0.986259	3497	2	-0.29749	0.48166	0.51408	1.0	9369	1	-0.29749
ATPAF2	3	0.10643	0.18278	0.986259	3498	1	-0.045312	0.48264	0.51476	1.0	9385	1	-0.045312
TRIP10	3	0.10643	0.18278	0.986259	3499	1	-0.011705	0.1625	0.26033	1.0	4779	1	-0.011705
OR5H15	3	0.10644	0.18281	0.986259	3500	2	-0.20383	0.71079	0.71086	1.0	13129	0	-0.20383
FAM220A	3	0.10653	0.18293	0.986508	3501	2	-0.15629	0.37662	0.44308	1.0	8080	1	-0.15629
HIVEP1	3	0.10656	0.18297	0.986508	3502	2	-0.27348	0.94307	0.94328	1.0	17644	0	-0.27348
PCYT1B	3	0.1066	0.18303	0.986508	3503	1	0.12625	0.76703	0.76724	1.0	14233	0	0.12625
MXD4	3	0.10664	0.18308	0.986508	3504	2	-0.26185	0.5432	0.56027	1.0	10249	1	-0.26185
GCSAML	3	0.10667	0.18311	0.986508	3505	2	-0.23325	0.78048	0.78056	1.0	14500	0	-0.23325
CCL3	3	0.10678	0.18326	0.986749	3506	2	-0.29093	0.83355	0.83353	1.0	15520	0	-0.29093
PRKD2	3	0.10678	0.18326	0.986749	3507	2	-0.3751	0.93327	0.93347	1.0	17462	0	-0.3751
MNX1	3	0.10684	0.18335	0.986953	3508	2	-0.22784	0.29752	0.39457	1.0	7207	1	-0.22784
CST5	3	0.10692	0.18348	0.987335	3509	2	-0.24162	0.59479	0.60234	1.0	11062	1	-0.24162
WDR54	3	0.10704	0.18365	0.98766	3510	1	0.15352	0.48589	0.51714	1.0	9432	1	0.15352
CRMP1	3	0.10704	0.18365	0.98766	3511	2	-0.33792	0.015624	0.040834	0.885186	868	1	-0.33792
HOMER1	3	0.10713	0.18377	0.98766	3512	2	-0.17663	0.93883	0.93908	1.0	17572	0	-0.17663
CNPY1	3	0.10718	0.18385	0.98766	3513	1	-0.16418	0.48498	0.51651	1.0	9417	1	-0.16418
ADCYAP1R1	3	0.10718	0.18385	0.98766	3514	2	-0.33227	0.32435	0.4106	1.0	7483	1	-0.33227
TMEM167A	3	0.10726	0.18396	0.987915	3515	1	0.071437	0.18403	0.28903	1.0	5298	1	0.071437
TERT	3	0.10729	0.184	0.987915	3516	2	-0.32367	0.33519	0.41711	1.0	7612	1	-0.32367
RASGRP3	3	0.1074	0.18415	0.988147	3517	2	-0.35112	0.83116	0.83114	1.0	15475	0	-0.35112
GATA5	3	0.1076	0.18441	0.988786	3518	1	-0.13116	0.85069	0.85066	1.0	15856	0	-0.13116
RBM19	3	0.1076	0.18441	0.988786	3519	1	-0.16129	0.63356	0.63628	1.0	11746	1	-0.16129
SSH1	3	0.10765	0.18448	0.988786	3520	2	-0.28426	0.93955	0.93976	1.0	17586	0	-0.28426
MAGEA3	3	0.10765	0.18448	0.988786	3521	2	-0.28426	0.83253	0.83248	1.0	15501	0	-0.28426
C14orf2	3	0.10774	0.18461	0.989219	3522	2	-0.22352	0.83899	0.839	1.0	15620	0	-0.22352
CRYZ	3	0.10779	0.18468	0.989323	3523	2	-0.24983	0.38347	0.44752	1.0	8158	1	-0.24983
OGDHL	3	0.10784	0.18475	0.98941	3524	2	-0.20253	0.93445	0.93462	1.0	17485	0	-0.20253
MAP3K8	3	0.10789	0.18483	0.989565	3525	1	0.056211	0.68952	0.68947	1.0	12737	0	0.056211
NAPSA	3	0.10801	0.18501	0.989677	3526	1	0.20002	0.12501	0.20996	1.0	3853	2	0.20002
GPR132	3	0.10806	0.18506	0.989677	3527	2	-0.39788	0.60954	0.61499	1.0	11307	1	-0.39788
DIP2B	3	0.10806	0.18506	0.989677	3528	2	-0.39788	0.061216	0.12223	1.0	2277	1	-0.39788
PSME1	3	0.10806	0.18506	0.989677	3529	2	-0.26412	0.8821	0.88216	1.0	16480	0	-0.26412
CCR1	3	0.10814	0.18519	0.990029	3530	1	-0.14064	0.94908	0.9493	1.0	17773	0	-0.14064
NLRC5	3	0.10823	0.18532	0.990029	3531	2	-0.27963	0.62333	0.62707	1.0	11556	1	-0.27963
HMMR	3	0.1083	0.1854	0.990029	3532	2	-0.3128	0.95364	0.95395	1.0	17883	0	-0.3128
SPC25	3	0.10836	0.18549	0.990029	3533	1	0.28013	0.69029	0.69026	1.0	12753	0	0.28013
TMOD1	3	0.10836	0.18549	0.990029	3534	2	-0.18987	0.8147	0.81458	1.0	15154	0	-0.18987
FBXO18	3	0.10848	0.18568	0.990029	3535	2	-0.20935	0.87162	0.87175	1.0	16269	0	-0.20935
ITGA2	3	0.10853	0.18574	0.990029	3536	2	-0.29713	0.74414	0.74433	1.0	13781	0	-0.29713
MCEE	3	0.1086	0.18584	0.990029	3537	1	0.61602	0.032578	0.081112	0.975356	1564	2	0.61602
NRTN	3	0.10865	0.1859	0.990029	3538	2	-0.2594	0.64252	0.64444	1.0	11893	1	-0.2594
MAPK1	3	0.10865	0.1859	0.990029	3539	1	-0.078314	0.49061	0.52056	1.0	9496	1	-0.078314
EIF4G3	3	0.10873	0.18602	0.990029	3540	2	-0.2707	0.13287	0.2207	1.0	4058	1	-0.2707
PGR	3	0.10873	0.18602	0.990029	3541	2	-0.2707	0.94328	0.94349	1.0	17647	0	-0.2707
CPLX3	3	0.10879	0.1861	0.990029	3542	1	-0.0025391	0.74962	0.74985	1.0	13899	0	-0.0025391
MRPL43	3	0.10881	0.18612	0.990029	3543	2	-0.22197	0.19293	0.30081	1.0	5508	1	-0.22197
KCNA1	3	0.10885	0.18618	0.990029	3544	2	-0.19502	0.96933	0.96952	1.0	18216	0	-0.19502
MRPL3	3	0.10892	0.18626	0.990029	3545	1	-0.15624	0.74561	0.7458	1.0	13811	0	-0.15624
BAZ2A	3	0.10894	0.18629	0.990029	3546	2	-0.21417	0.23077	0.34968	1.0	6400	1	-0.21417
FZD1	3	0.10902	0.1864	0.990029	3547	2	-0.26138	0.53295	0.55227	1.0	10116	1	-0.26138
PKD2L1	3	0.10902	0.1864	0.990029	3548	2	-0.29606	0.91077	0.91088	1.0	17042	0	-0.29606
LIPT2	3	0.10904	0.18643	0.990029	3549	2	-0.5265	0.90061	0.90076	1.0	16842	0	-0.5265
C5orf42	3	0.10904	0.18643	0.990029	3550	1	-0.15664	0.5103	0.53503	1.0	9785	1	-0.15664
EPS8	3	0.10916	0.18661	0.990029	3551	2	-0.27121	0.90242	0.90251	1.0	16878	0	-0.27121
FAM89A	3	0.10916	0.18661	0.990029	3552	2	-0.28112	0.46125	0.49953	1.0	9113	1	-0.28112
SYT3	3	0.10916	0.18661	0.990029	3553	2	-0.28112	0.30706	0.40022	1.0	7307	1	-0.28112
JMJD8	3	0.10916	0.18661	0.990029	3554	2	-0.28112	0.8653	0.86534	1.0	16145	0	-0.28112
AK3	3	0.10927	0.18677	0.990029	3555	2	-0.54522	0.80689	0.80679	1.0	15006	0	-0.54522
KBTBD2	3	0.10931	0.18681	0.990029	3556	2	-0.19491	0.37721	0.44345	1.0	8085	1	-0.19491
NFE2	3	0.10931	0.18681	0.990029	3557	1	0.07888	0.58879	0.5972	1.0	10958	1	0.07888
H2AFV	3	0.10938	0.18692	0.990029	3558	2	-0.31758	0.9046	0.90467	1.0	16927	0	-0.31758
MAMLD1	3	0.10943	0.18698	0.990029	3559	2	-0.257	0.76208	0.76237	1.0	14142	0	-0.257
LRRC46	3	0.10943	0.18698	0.990029	3560	2	-0.257	0.87621	0.87634	1.0	16358	0	-0.257
RAPH1	3	0.10948	0.18706	0.990029	3561	2	-0.27219	0.64156	0.64359	1.0	11881	1	-0.27219
RASSF5	3	0.10957	0.18718	0.990029	3562	2	-0.28548	0.88716	0.88727	1.0	16604	0	-0.28548
PDE4C	3	0.10957	0.18718	0.990029	3563	2	-0.34529	0.8802	0.88025	1.0	16443	0	-0.34529
AZIN2	3	0.10957	0.18718	0.990029	3564	2	-0.30658	0.82993	0.82985	1.0	15455	0	-0.30658
PDP1	3	0.10957	0.18718	0.990029	3565	2	-0.26728	0.55399	0.56874	1.0	10423	1	-0.26728
FOLR1	3	0.10957	0.18718	0.990029	3566	2	-0.28548	0.11419	0.19533	1.0	3588	1	-0.28548
LATS1	3	0.10957	0.18718	0.990029	3567	2	-0.34529	0.60461	0.61077	1.0	11228	1	-0.34529
ARHGEF5	3	0.1096	0.18722	0.990029	3568	1	0.060887	0.078289	0.14614	1.0	2673	1	0.060887
HHLA2	3	0.10974	0.1874	0.990029	3569	2	-0.29355	0.054719	0.11303	1.0	2125	1	-0.29355
TTC22	3	0.10974	0.1874	0.990029	3570	2	-0.29355	0.3148	0.40491	1.0	7376	1	-0.29355
SMUG1	3	0.10977	0.18744	0.990029	3571	2	-0.35628	0.68912	0.68908	1.0	12728	0	-0.35628
SENP8	3	0.10977	0.18744	0.990029	3572	1	-0.27294	0.85869	0.8587	1.0	16014	0	-0.27294
PMEL	3	0.10989	0.18761	0.990029	3573	2	-0.2097	0.97056	0.97073	1.0	18242	0	-0.2097
TSSK4	3	0.10989	0.18761	0.990029	3574	1	-0.104	0.7475	0.74773	1.0	13848	0	-0.104
AIG1	3	0.10993	0.18767	0.990029	3575	2	-0.30864	0.61533	0.61998	1.0	11410	1	-0.30864
STX1A	3	0.10993	0.18767	0.990029	3576	2	-0.2647	0.80258	0.80251	1.0	14921	0	-0.2647
OR5M1	3	0.10993	0.18767	0.990029	3577	2	-0.30864	0.93458	0.93476	1.0	17488	0	-0.30864
OR52J3	3	0.10999	0.18775	0.990029	3578	2	-0.25333	0.32315	0.4099	1.0	7470	1	-0.25333
DCTPP1	3	0.10999	0.18775	0.990029	3579	2	-0.2284	0.77197	0.7722	1.0	14338	0	-0.2284
TSSC4	3	0.11002	0.1878	0.990029	3580	2	-0.22763	0.78802	0.78812	1.0	14634	0	-0.22763
ITSN1	3	0.1101	0.1879	0.990299	3581	2	-0.49216	0.62752	0.63081	1.0	11634	1	-0.49216
SNCG	3	0.11018	0.18801	0.990385	3582	1	0.04418	0.60104	0.60767	1.0	11171	1	0.04418
LRRC8B	3	0.11019	0.18803	0.990385	3583	2	-0.38946	0.92855	0.92869	1.0	17374	0	-0.38946
CENPO	3	0.11031	0.18816	0.990826	3584	2	-0.27805	0.86329	0.86329	1.0	16103	0	-0.27805
FNDC4	3	0.11047	0.18838	0.990959	3585	2	-0.21144	0.84155	0.84151	1.0	15666	0	-0.21144
EPB41L1	3	0.11047	0.18838	0.990959	3586	1	-0.10362	0.7531	0.75327	1.0	13964	0	-0.10362
HMBOX1	3	0.11053	0.18847	0.990959	3587	2	-0.2653	0.85697	0.85695	1.0	15979	0	-0.2653
CCBE1	3	0.11053	0.18847	0.990959	3588	2	-0.2653	0.3328	0.41567	1.0	7589	1	-0.2653
REPS2	3	0.1106	0.18856	0.990959	3589	2	-0.26088	0.83334	0.83333	1.0	15516	0	-0.26088
TEK	3	0.1106	0.18856	0.990959	3590	1	-0.016943	0.42921	0.47762	1.0	8723	1	-0.016943
GAST	3	0.1106	0.18856	0.990959	3591	2	-0.35473	0.14638	0.23883	1.0	4381	1	-0.35473
HIF3A	3	0.11062	0.18861	0.990959	3592	2	-0.34284	0.8109	0.81081	1.0	15078	0	-0.34284
KIF1B	3	0.11074	0.18878	0.991218	3593	1	0.078844	0.28645	0.38805	1.0	7088	1	0.078844
TMEM229A	3	0.11086	0.18894	0.991218	3594	1	0.37992	0.11647	0.1984	1.0	3639	2	0.37992
PRL	3	0.11098	0.1891	0.991218	3595	1	-0.061702	0.89207	0.89214	1.0	16689	0	-0.061702
CNIH1	3	0.11103	0.18917	0.991218	3596	2	-0.29005	0.071044	0.13592	1.0	2503	1	-0.29005
HIVEP2	3	0.11103	0.18917	0.991218	3597	2	-0.29005	0.82256	0.8226	1.0	15319	0	-0.29005
TPSG1	3	0.11113	0.18931	0.991218	3598	2	-0.2101	0.74707	0.74726	1.0	13838	0	-0.2101
MORF4L2	3	0.11113	0.18932	0.991218	3599	1	-0.050064	0.25347	0.36937	1.0	6757	1	-0.050064
PPIC	3	0.11113	0.18932	0.991218	3600	1	0.041524	0.48064	0.51333	1.0	9354	1	0.041524
PCDHGB5	3	0.11115	0.18935	0.991218	3601	2	-0.30457	0.57363	0.58454	1.0	10715	1	-0.30457
EPB41L2	3	0.11119	0.18941	0.991218	3602	2	-0.19688	0.77712	0.77725	1.0	14430	0	-0.19688
COPS7A	3	0.11123	0.18946	0.991218	3603	1	-0.083201	0.83556	0.83551	1.0	15561	0	-0.083201
AGTRAP	3	0.11126	0.18952	0.991218	3604	2	-0.36128	0.63827	0.64057	1.0	11831	1	-0.36128
ANO8	3	0.11126	0.18952	0.991218	3605	2	-0.36128	0.76927	0.7695	1.0	14284	0	-0.36128
CIITA	3	0.11126	0.18952	0.991218	3606	2	-0.30448	0.95752	0.95779	1.0	17965	0	-0.30448
STAT5A	3	0.1113	0.18957	0.991218	3607	1	-0.099214	0.17063	0.27115	1.0	4982	1	-0.099214
G2E3	3	0.1113	0.18957	0.991218	3608	2	-0.1842	0.90338	0.90346	1.0	16900	0	-0.1842
HNRNPA1	3	0.1114	0.18971	0.991218	3609	2	-0.33965	0.68912	0.68908	1.0	12731	0	-0.33965
ELOVL6	3	0.1114	0.18971	0.991218	3610	2	-0.33965	0.94909	0.94932	1.0	17774	0	-0.33965
XCR1	3	0.1114	0.18971	0.991218	3611	2	-0.33965	0.54147	0.5589	1.0	10223	1	-0.33965
NRG3	3	0.1114	0.18971	0.991218	3612	2	-0.33965	0.92228	0.92238	1.0	17262	0	-0.33965
C15orf52	3	0.11154	0.1899	0.991218	3613	2	-0.22433	0.76819	0.76841	1.0	14258	0	-0.22433
GJB4	3	0.11154	0.18991	0.991218	3614	1	0.092622	0.64139	0.64344	1.0	11879	1	0.092622
MTRNR2L6	3	0.11162	0.18999	0.991218	3615	1	0.12834	0.49749	0.52561	1.0	9599	1	0.12834
CD177	3	0.11169	0.19009	0.991218	3616	1	-0.12884	0.66916	0.66932	1.0	12359	1	-0.12884
HUWE1	3	0.11169	0.19009	0.991218	3617	1	0.20501	0.1014	0.17789	1.0	3288	2	0.20501
GK5	3	0.11176	0.19019	0.991218	3618	2	-0.26268	0.86054	0.86056	1.0	16051	0	-0.26268
C5orf64	3	0.11176	0.19019	0.991218	3619	2	-0.26268	0.88304	0.88312	1.0	16506	0	-0.26268
ANO10	3	0.11176	0.1902	0.991218	3620	2	-0.11781	0.50546	0.53148	1.0	9717	1	-0.11781
PPM1N	3	0.1119	0.19039	0.991218	3621	2	-0.23225	0.4022	0.45954	1.0	8381	1	-0.23225
SUPV3L1	3	0.11193	0.19043	0.991218	3622	1	-0.016139	0.5878	0.59635	1.0	10942	1	-0.016139
XIRP1	3	0.11194	0.19044	0.991218	3623	2	-0.17922	0.57569	0.58626	1.0	10742	1	-0.17922
ECM1	3	0.11203	0.19057	0.991218	3624	1	-0.13727	0.69246	0.69242	1.0	12807	0	-0.13727
CENPS	3	0.11203	0.19057	0.991218	3625	1	0.017357	0.26838	0.37766	1.0	6907	1	0.017357
GNPTAB	3	0.11203	0.19058	0.991218	3626	2	-0.28662	0.86505	0.86508	1.0	16141	0	-0.28662
CFAP46	3	0.11203	0.19058	0.991218	3627	2	-0.27759	0.88788	0.888	1.0	16612	0	-0.27759
TAPBP	3	0.11215	0.19074	0.991218	3628	1	0.060099	0.77074	0.77095	1.0	14311	0	0.060099
C4orf17	3	0.11215	0.19074	0.991218	3629	1	0.27112	0.17987	0.28353	1.0	5198	2	0.27112
ASPSCR1	3	0.11218	0.19078	0.991218	3630	2	-0.31786	0.75797	0.75822	1.0	14053	0	-0.31786
VPS26B	3	0.11226	0.19089	0.991218	3631	2	-0.29185	0.71597	0.71602	1.0	13224	0	-0.29185
BBS4	3	0.11229	0.19094	0.991218	3632	2	-0.22272	0.57957	0.58943	1.0	10804	1	-0.22272
METAP1	3	0.1123	0.19095	0.991218	3633	1	-0.11908	0.4237	0.47389	1.0	8643	1	-0.11908
EIF4A2	3	0.11235	0.19103	0.991218	3634	2	-0.45263	0.46495	0.50217	1.0	9155	1	-0.45263
STK11	3	0.11236	0.19104	0.991218	3635	2	-0.25003	0.70543	0.7055	1.0	13041	0	-0.25003
KRTAP10-6	3	0.11237	0.19107	0.991218	3636	2	-0.3566	0.56069	0.57411	1.0	10525	1	-0.3566
HSPA9	3	0.11246	0.19119	0.991218	3637	2	-0.38137	0.90826	0.90837	1.0	16991	0	-0.38137
RASIP1	3	0.11246	0.19119	0.991218	3638	2	-0.30457	0.30223	0.39736	1.0	7255	1	-0.30457
DNAH2	3	0.11259	0.19136	0.991218	3639	2	-0.30061	0.52364	0.54515	1.0	9971	1	-0.30061
CYB5RL	3	0.11259	0.19136	0.991218	3640	2	-0.30061	0.96872	0.96893	1.0	18205	0	-0.30061
PGBD1	3	0.11264	0.19142	0.991218	3641	1	0.14295	0.61171	0.61685	1.0	11346	1	0.14295
ANKRD34A	3	0.11264	0.19142	0.991218	3642	1	-0.0067751	0.78411	0.78417	1.0	14564	0	-0.0067751
CACNG2	3	0.11273	0.19156	0.991218	3643	2	-0.23598	0.6567	0.65754	1.0	12148	1	-0.23598
LILRA1	3	0.11278	0.19162	0.991218	3644	1	-0.057579	0.75984	0.76013	1.0	14095	0	-0.057579
SLC12A4	3	0.11283	0.19167	0.991218	3645	2	-0.21455	0.61842	0.62269	1.0	11467	1	-0.21455
SMAP1	3	0.11283	0.19167	0.991218	3646	1	-0.03501	0.81001	0.80991	1.0	15059	0	-0.03501
TAS2R42	3	0.11295	0.19185	0.991218	3647	2	-0.40745	0.36435	0.43534	1.0	7940	1	-0.40745
SUCLG2	3	0.11308	0.19202	0.991218	3648	1	0.20083	0.15525	0.25061	1.0	4600	2	0.20083
AP4B1	3	0.11311	0.19207	0.991218	3649	2	-0.33418	0.92772	0.92786	1.0	17363	0	-0.33418
HUS1	3	0.11311	0.19207	0.991218	3650	2	-0.33418	0.26891	0.37798	1.0	6911	1	-0.33418
CD180	3	0.11315	0.19212	0.991218	3651	1	0.0044061	0.24543	0.36484	1.0	6680	1	0.0044061
PCYT1A	3	0.11323	0.19223	0.991218	3652	2	-0.40739	0.59289	0.60068	1.0	11027	1	-0.40739
LOC389602	3	0.11327	0.19228	0.991218	3653	1	-0.0152	0.58474	0.59376	1.0	10893	1	-0.0152
JADE1	3	0.11327	0.19228	0.991218	3654	1	0.11862	0.47705	0.51084	1.0	9304	1	0.11862
ZNF532	3	0.11327	0.19228	0.991218	3655	1	-0.14429	0.48608	0.51728	1.0	9435	1	-0.14429
EFHC1	3	0.1133	0.19233	0.991218	3656	2	-0.22112	0.89723	0.89735	1.0	16780	0	-0.22112
PTPRR	3	0.1133	0.19233	0.991218	3657	2	-0.22112	0.82458	0.82456	1.0	15367	0	-0.22112
BCL6	3	0.11339	0.19246	0.991218	3658	2	-0.35473	0.92286	0.92299	1.0	17272	0	-0.35473
C19orf18	3	0.11339	0.19246	0.991218	3659	2	-0.35473	0.84404	0.84408	1.0	15722	0	-0.35473
OAZ2	3	0.11342	0.19249	0.991218	3660	1	0.11813	0.48314	0.51512	1.0	9391	1	0.11813
TNFAIP8L1	3	0.11353	0.19263	0.991218	3661	2	-0.2483	0.91609	0.91615	1.0	17148	0	-0.2483
SMCO3	3	0.11361	0.19274	0.991218	3662	1	-0.12139	0.72508	0.72522	1.0	13401	0	-0.12139
RPS6KA1	3	0.11361	0.19274	0.991218	3663	2	-0.21312	0.64694	0.6485	1.0	11957	1	-0.21312
TMA16	3	0.11366	0.19281	0.991218	3664	1	0.072549	0.76198	0.76228	1.0	14141	0	0.072549
PEBP4	3	0.11371	0.19289	0.991218	3665	2	-0.28327	0.88653	0.88662	1.0	16589	0	-0.28327
GRID1	3	0.11371	0.19289	0.991218	3666	2	-0.28327	0.88143	0.8815	1.0	16469	0	-0.28327
ZNF845	3	0.11371	0.19289	0.991218	3667	2	-0.2375	0.87537	0.8755	1.0	16341	0	-0.2375
LBX1	3	0.11385	0.19306	0.991218	3668	1	0.046305	0.69053	0.6905	1.0	12755	0	0.046305
KLC3	3	0.11386	0.19307	0.991218	3669	2	-0.32949	0.80208	0.80203	1.0	14908	0	-0.32949
NKIRAS1	3	0.11386	0.19307	0.991218	3670	2	-0.47616	0.65929	0.65995	1.0	12185	1	-0.47616
SGSM1	3	0.11386	0.19307	0.991218	3671	2	-0.41628	0.18288	0.28748	1.0	5270	1	-0.41628
BMPR2	3	0.11395	0.19319	0.991218	3672	2	-0.21703	0.19657	0.30553	1.0	5588	1	-0.21703
LAPTM4A	3	0.11401	0.19327	0.991218	3673	2	-0.25758	0.66625	0.66658	1.0	12306	1	-0.25758
YAP1	3	0.11407	0.19334	0.991218	3674	2	-0.24576	0.86555	0.86559	1.0	16151	0	-0.24576
OR7D2	3	0.11407	0.19334	0.991218	3675	1	-0.082557	0.83928	0.83928	1.0	15627	0	-0.082557
